2.256;0
3.598;1
10.232;2
10.785;3
15.336;4
17.285;5
18.557;6
20.383;7
21.485;8
22.122;9
22.783;10
23.151;11
29.679;12
31.494;13
34.087;14
36.195;15
38.506;16
40.253;17
46.538;18
52.608;19
55.2;20
58.857;21
62.982;22
64.089;23
65.645;24
68.689;25
70.936;26
72.071;27
72.36;28
77.279;29
78.042;30
81.698;31
83.405;32
83.466;33
84.042;34
85.07;35
87.467;36
91.87;37
92.369;38
94.251;39
94.996;40
96.895;41
98.298;42
103.517;43
105.691;44
118.505;45
124.884;46
126.002;47
127.451;48
128.314;49
132.768;50
138.098;51
142.561;52
143.083;53
144.662;54
148.58;55
150.209;56
151.792;57
156.932;58
173.219;59
176.052;60
180.766;61
182.095;62
187.228;63
189.325;64
191.534;65
198.302;66
201.181;67
202.944;68
207.368;69
218.463;70
225.877;71
230.72;72
232.013;73
235.364;74
243.648;75
244.133;76
261.056;77
266.013;78
285.968;79
292.625;80
292.635;81
304.242;82
306.577;83
325.807;84
337.706;85
366.758;86
428.643;87
431.307;88
435.712;89
442.116;90
480.099;91
482.167;92
486.313;93
536.009;94
555.576;95
566.663;96
