0.03;0
0.05;1
0.08;2
0.1;3
0.1;4
0.11;5
0.11;6
0.12;7
0.16;8
0.18;9
0.18;10
0.19;11
0.22;12
0.23;13
0.26;14
0.26;15
0.26;16
0.27;17
0.27;18
0.27;19
0.27;20
0.29;21
0.3;22
0.3;23
0.31;24
0.33;25
0.33;26
0.33;27
0.34;28
0.37;29
0.4;30
0.41;31
0.43;32
0.45;33
0.46;34
0.47;35
0.5;36
0.51;37
0.51;38
0.53;39
0.54;40
0.55;41
0.55;42
0.55;43
0.57;44
0.59;45
0.63;46
0.64;47
0.65;48
0.66;49
0.66;50
0.66;51
0.69;52
0.7;53
0.72;54
0.73;55
0.74;56
0.75;57
0.75;58
0.78;59
0.83;60
0.86;61
0.87;62
0.88;63
0.88;64
0.91;65
0.92;66
0.95;67
0.95;68
1.01;69
1.06;70
1.07;71
1.11;72
1.14;73
1.16;74
1.27;75
1.29;76
1.29;77
1.29;78
1.31;79
1.32;80
1.32;81
1.32;82
1.34;83
1.36;84
1.37;85
1.37;86
1.37;87
1.38;88
1.41;89
1.46;90
1.52;91
1.58;92
1.58;93
1.98;94
2.06;95
2.06;96
2.1;97
2.2;98
2.24;99
2.26;100
2.28;101
2.34;102
2.35;103
2.38;104
2.47;105
2.53;106
2.55;107
2.58;108
2.63;109
2.71;110
2.77;111
2.79;112
2.86;113
3.02;114
3.07;115
3.17;116
3.2;117
3.2;118
3.32;119
3.43;120
3.58;121
3.58;122
3.61;123
3.82;124
3.85;125
3.91;126
4.02;127
4.03;128
4.07;129
4.22;130
4.25;131
4.26;132
4.43;133
4.57;134
4.67;135
4.71;136
4.75;137
4.79;138
4.95;139
5.06;140
5.31;141
5.42;142
5.43;143
5.44;144
5.51;145
5.53;146
5.57;147
5.57;148
5.57;149
5.61;150
5.74;151
5.78;152
5.89;153
6.0;154
6.09;155
6.1;156
6.2;157
6.24;158
6.26;159
6.27;160
6.33;161
6.47;162
6.48;163
6.63;164
6.63;165
6.88;166
6.97;167
6.99;168
7.06;169
7.29;170
7.52;171
7.55;172
7.97;173
8.05;174
8.06;175
8.11;176
8.2;177
8.57;178
8.78;179
9.18;180
9.25;181
9.38;182
9.5;183
9.63;184
10.13;185
10.27;186
10.31;187
10.36;188
10.51;189
10.66;190
10.78;191
11.48;192
11.59;193
11.91;194
12.18;195
12.29;196
12.39;197
12.53;198
12.69;199
13.03;200
13.2;201
13.22;202
13.87;203
14.07;204
14.08;205
14.25;206
14.42;207
14.49;208
14.57;209
15.24;210
15.79;211
16.22;212
16.4;213
16.64;214
16.71;215
16.78;216
16.83;217
16.94;218
17.16;219
17.29;220
17.69;221
17.8;222
18.34;223
18.46;224
18.66;225
18.75;226
19.42;227
19.51;228
19.68;229
19.75;230
19.81;231
20.15;232
20.18;233
20.35;234
20.39;235
20.53;236
21.4;237
21.91;238
21.99;239
22.06;240
22.33;241
23.85;242
24.0;243
25.55;244
25.82;245
25.98;246
26.11;247
26.2;248
26.38;249
26.83;250
26.96;251
27.67;252
28.04;253
28.84;254
29.48;255
29.98;256
30.09;257
31.14;258
31.77;259
32.06;260
32.82;261
33.19;262
33.62;263
33.73;264
34.37;265
34.54;266
35.41;267
35.59;268
35.59;269
36.26;270
36.78;271
36.94;272
37.52;273
37.82;274
39.87;275
41.6;276
42.15;277
42.31;278
43.85;279
44.05;280
44.19;281
46.23;282
46.41;283
47.66;284
50.47;285
52.16;286
53.08;287
53.56;288
53.64;289
54.11;290
54.26;291
57.85;292
58.41;293
58.97;294
59.95;295
60.51;296
61.52;297
62.75;298
64.08;299
64.19;300
64.4;301
64.47;302
65.23;303
65.48;304
67.92;305
68.72;306
74.17;307
74.23;308
75.13;309
75.56;310
77.82;311
79.01;312
80.68;313
81.32;314
81.65;315
83.44;316
84.05;317
91.53;318
102.54;319
104.11;320
107.91;321
111.35;322
112.84;323
114.63;324
122.58;325
124.24;326
124.41;327
124.54;328
124.86;329
134.13;330
134.91;331
135.81;332
136.07;333
136.85;334
143.45;335
157.17;336
159.76;337
161.35;338
163.64;339
164.99;340
167.5;341
170.96;342
176.9;343
177.11;344
181.03;345
191.52;346
191.77;347
193.92;348
197.27;349
200.99;350
219.56;351
226.57;352
230.52;353
234.45;354
241.15;355
243.31;356
248.24;357
273.87;358
284.95;359
288.9;360
296.02;361
302.42;362
308.36;363
308.62;364
314.84;365
328.14;366
333.21;367
334.83;368
361.73;369
362.27;370
366.42;371
368.95;372
376.84;373
378.06;374
378.06;375
396.56;376
414.55;377
426.41;378
430.14;379
440.77;380
444.67;381
487.96;382
491.6;383
499.54;384
502.96;385
507.66;386
524.6;387
592.43;388
