0.03;0
0.05;1
0.07;2
0.08;3
0.09;4
0.09;5
0.09;6
0.1;7
0.11;8
0.14;9
0.15;10
0.15;11
0.15;12
0.16;13
0.16;14
0.17;15
0.22;16
0.22;17
0.23;18
0.23;19
0.23;20
0.24;21
0.24;22
0.25;23
0.25;24
0.26;25
0.26;26
0.27;27
0.27;28
0.27;29
0.27;30
0.28;31
0.28;32
0.28;33
0.28;34
0.3;35
0.31;36
0.31;37
0.33;38
0.33;39
0.34;40
0.34;41
0.35;42
0.35;43
0.38;44
0.38;45
0.38;46
0.39;47
0.39;48
0.39;49
0.4;50
0.4;51
0.41;52
0.44;53
0.45;54
0.46;55
0.47;56
0.48;57
0.49;58
0.5;59
0.5;60
0.52;61
0.52;62
0.52;63
0.53;64
0.53;65
0.53;66
0.53;67
0.54;68
0.54;69
0.56;70
0.56;71
0.57;72
0.58;73
0.63;74
0.63;75
0.63;76
0.65;77
0.66;78
0.66;79
0.67;80
0.69;81
0.7;82
0.7;83
0.72;84
0.79;85
0.81;86
0.81;87
0.81;88
0.83;89
0.84;90
0.85;91
0.86;92
0.87;93
0.88;94
0.91;95
0.91;96
0.92;97
0.92;98
0.92;99
0.93;100
0.94;101
0.97;102
1.0;103
1.0;104
1.01;105
1.04;106
1.04;107
1.05;108
1.08;109
1.09;110
1.1;111
1.12;112
1.13;113
1.13;114
1.16;115
1.16;116
1.17;117
1.17;118
1.18;119
1.18;120
1.19;121
1.23;122
1.25;123
1.26;124
1.27;125
1.3;126
1.31;127
1.31;128
1.32;129
1.33;130
1.33;131
1.35;132
1.38;133
1.39;134
1.41;135
1.42;136
1.44;137
1.44;138
1.51;139
1.59;140
1.61;141
1.68;142
1.73;143
1.74;144
1.77;145
1.83;146
1.84;147
1.85;148
1.85;149
1.91;150
2.09;151
2.11;152
2.12;153
2.13;154
2.15;155
2.16;156
2.18;157
2.32;158
2.33;159
2.35;160
2.39;161
2.48;162
2.53;163
2.53;164
2.54;165
2.57;166
2.6;167
2.66;168
2.68;169
2.77;170
2.83;171
2.95;172
2.97;173
3.07;174
3.14;175
3.24;176
3.24;177
3.31;178
3.41;179
3.41;180
3.44;181
3.64;182
3.74;183
3.81;184
3.82;185
3.84;186
4.08;187
4.14;188
4.36;189
4.46;190
4.64;191
4.72;192
4.82;193
4.86;194
4.88;195
4.9;196
4.93;197
5.36;198
5.44;199
5.5;200
5.69;201
6.01;202
6.06;203
6.32;204
6.4;205
6.47;206
6.89;207
7.1;208
7.13;209
7.27;210
7.36;211
7.79;212
7.9;213
7.94;214
8.01;215
8.58;216
8.7;217
9.12;218
9.24;219
9.76;220
9.92;221
9.94;222
10.14;223
10.2;224
10.97;225
11.05;226
12.16;227
12.42;228
13.17;229
13.44;230
13.7;231
13.93;232
14.35;233
14.4;234
14.66;235
14.74;236
15.07;237
15.55;238
15.72;239
15.93;240
16.26;241
16.56;242
17.37;243
17.43;244
17.75;245
17.79;246
18.14;247
18.51;248
18.58;249
18.93;250
19.22;251
19.25;252
19.69;253
20.05;254
20.15;255
20.41;256
20.92;257
20.98;258
21.5;259
21.67;260
22.42;261
23.1;262
23.31;263
23.39;264
23.52;265
23.7;266
24.0;267
24.91;268
24.99;269
25.57;270
27.48;271
27.93;272
29.02;273
29.1;274
29.62;275
29.75;276
30.89;277
31.07;278
31.34;279
31.74;280
32.03;281
33.17;282
33.77;283
34.1;284
34.46;285
36.66;286
38.33;287
39.31;288
39.8;289
40.4;290
40.83;291
41.59;292
42.3;293
42.49;294
44.26;295
44.44;296
45.16;297
46.31;298
47.73;299
49.31;300
49.8;301
52.33;302
55.05;303
55.11;304
55.73;305
56.29;306
56.87;307
60.16;308
62.48;309
65.64;310
66.36;311
67.65;312
69.74;313
69.9;314
71.28;315
71.3;316
71.81;317
76.35;318
77.09;319
78.72;320
80.36;321
80.53;322
84.82;323
85.02;324
87.78;325
87.93;326
90.03;327
91.8;328
91.82;329
92.14;330
93.43;331
94.98;332
95.24;333
98.11;334
99.87;335
100.79;336
101.24;337
105.67;338
106.67;339
109.1;340
110.75;341
113.02;342
116.27;343
117.64;344
119.06;345
120.38;346
131.99;347
132.52;348
134.67;349
135.9;350
142.71;351
144.36;352
146.84;353
148.85;354
151.22;355
151.56;356
155.95;357
158.01;358
159.26;359
161.29;360
163.12;361
163.19;362
168.94;363
172.22;364
173.65;365
174.29;366
177.72;367
181.15;368
199.5;369
200.43;370
206.03;371
207.94;372
215.68;373
227.63;374
228.72;375
235.61;376
239.29;377
241.29;378
242.53;379
242.63;380
244.2;381
244.25;382
244.34;383
245.32;384
246.8;385
253.85;386
254.3;387
259.03;388
259.73;389
261.27;390
266.18;391
274.51;392
288.17;393
297.78;394
298.37;395
304.1;396
305.11;397
306.13;398
310.44;399
312.42;400
318.2;401
321.94;402
322.26;403
325.46;404
329.35;405
332.63;406
341.72;407
344.96;408
346.74;409
361.05;410
362.04;411
364.01;412
371.45;413
377.57;414
378.19;415
381.75;416
382.38;417
384.98;418
396.23;419
405.37;420
407.78;421
414.03;422
415.71;423
416.6;424
419.08;425
426.35;426
432.6;427
436.85;428
439.53;429
451.99;430
457.4;431
461.71;432
467.58;433
471.74;434
471.77;435
472.65;436
472.77;437
489.24;438
497.56;439
498.27;440
499.49;441
502.52;442
503.23;443
510.2;444
516.55;445
517.02;446
518.68;447
519.27;448
530.35;449
532.23;450
532.27;451
537.02;452
541.39;453
541.51;454
542.04;455
544.18;456
545.3;457
547.15;458
548.85;459
552.19;460
553.36;461
555.75;462
556.29;463
557.18;464
559.35;465
561.53;466
566.58;467
572.43;468
573.51;469
574.92;470
576.62;471
583.99;472
585.84;473
587.11;474
588.84;475
589.57;476
590.58;477
591.95;478
592.26;479
592.46;480
593.01;481
593.55;482
593.74;483
594.0;484
596.22;485
597.72;486
598.27;487
598.42;488
