INSTANCE | STATUS | UB | LB | TIME-TO-BEST | DURATION | PEAK-MEMORY
10items/475 | Unfinished | 21530 | 20423.63552 | 463.206 | 600.591 | 0.04393801186
10items/476 | Unfinished | 23864 | 22064.1 | 519.447 | 604.782 | 0.04309405107
10items/477 | Unfinished | 26796 | 25678.97025 | 543.838 | 601.38 | 0.04332878161
10items/478 | Unfinished | 19076 | 17810.25765 | 510.772 | 600.801 | 0.0502727041
10items/479 | Unfinished | 23084 | 21980.99434 | 386.51 | 601.088 | 0.0608697515
10items/480 | Unfinished | 23348 | 22279.62742 | 504.766 | 601.313 | 0.04740719218
10items/481 | Unfinished | 22306 | 21080.87713 | 162.78 | 601.785 | 0.04954290949
10items/482 | Unfinished | 21533 | 20259.04548 | 463.809 | 600.585 | 0.05197195802
10items/483 | Unfinished | 23804 | 22532.65405 | 475.31 | 601.14 | 0.04445422255
10items/484 | Unfinished | 19932 | 18723.92171 | 390.389 | 600.753 | 0.05233438779
10items/485 | Unfinished | 28340 | 27368.80744 | 435.515 | 600.269 | 0.05641782284
10items/486 | Unfinished | 26548 | 25158.97051 | 385.44 | 600.423 | 0.0859202221
10items/487 | Unfinished | 18153 | 16862.79598 | 144.905 | 600.681 | 0.04743037093
10items/488 | Unfinished | 18975 | 17500.77204 | 228.502 | 600.708 | 0.04094259534
10items/489 | Unfinished | 21829 | 20595.28868 | 493.644 | 600.359 | 0.04788285401
10items/490 | Unfinished | 20724 | 19835.52131 | 561.347 | 600.342 | 0.04471520614
10items/491 | Unfinished | 19321 | 17621.50992 | 472.606 | 600.568 | 0.05235140026
10items/492 | Unfinished | 26821 | 25502.35128 | 372.115 | 600.449 | 0.06401103735
10items/493 | Unfinished | 23820 | 22764.67305 | 415.373 | 600.887 | 0.05841448158
10items/494 | Unfinished | 22960 | 21630.38738 | 496.875 | 600.41 | 0.058882243
10items/495 | Unfinished | 20433 | 19201.18122 | 549.614 | 600.438 | 0.05003459286
10items/496 | Unfinished | 20016 | 18904.8488 | 293.026 | 600.555 | 0.04391427245
10items/497 | Unfinished | 23119 | 21847.20407 | 593.587 | 600.754 | 0.1502914373
10items/498 | Unfinished | 23605 | 22437.8478 | 433.296 | 600.278 | 0.1206355123
10items/499 | Unfinished | 28873 | 27748.34939 | 593.618 | 600.757 | 0.1630899068
10items/500 | Unfinished | 22238 | 21176.31436 | 588.311 | 600.226 | 0.1534854816
