
10items/105 | Optimum found | 9786 | 9785.990242 | 8.767 | 10.005 | 0.01373043004
10items/079 | Optimum found | 8247 | 8246.99177 | 15.608 | 15.75 | 0.01390106138
10items/112 | Optimum found | 7602 | 7601.99242 | 8.046 | 8.358 | 0.01385430805
10items/086 | Optimum found | 9987 | 9986.990037 | 14.386 | 14.67 | 0.01374012791
10items/101 | Optimum found | 9686 | 9685.990321 | 11 | 11.019 | 0.01384047978
10items/011 | Optimum found | 20305 | 20304.97973 | 21.944 | 25.913 | 0.01407325082
10items/082 | Optimum found | 13457 | 13456.98659 | 16.145 | 16.166 | 0.01403688826
10items/098 | Optimum found | 18080 | 18079.98194 | 13.011 | 13.146 | 0.01390685141
10items/120 | Optimum found | 9618 | 9617.990395 | 8.467 | 9.341 | 0.01393320132
10items/056 | Optimum found | 20005 | 20004.98006 | 19.721 | 23.166 | 0.01508811396
10items/132 | Optimum found | 7311 | 7311 | 3.504 | 3.507 | 0.01213722397
10items/090 | Optimum found | 17149 | 17148.98289 | 11.898 | 17.818 | 0.01387479715
10items/060 | Optimum found | 15101 | 15100.99672 | 24.184 | 24.461 | 0.01379030105
10items/078 | Optimum found | 10463 | 10462.98955 | 20.339 | 20.567 | 0.01373248361
10items/136 | Optimum found | 8188 | 8188 | 4.685 | 4.689 | 0.01368086506
10items/104 | Optimum found | 9464 | 9463.990552 | 12.967 | 17.106 | 0.01517487876
10items/123 | Optimum found | 7737 | 7736.992275 | 9.381 | 12.467 | 0.01386054046
10items/138 | Optimum found | 7871 | 7870.992148 | 5.489 | 5.61 | 0.01360264514
10items/141 | Optimum found | 8117 | 8117 | 5.111 | 5.114 | 0.01213402767
10items/134 | Optimum found | 9544 | 9543.990488 | 7.284 | 9.51 | 0.01380613167
10items/116 | Optimum found | 6672 | 6671.993354 | 18.448 | 18.906 | 0.01353903301
10items/110 | Optimum found | 8034 | 8033.991994 | 20.194 | 21.144 | 0.01378733851
10items/108 | Optimum found | 9128 | 9127.990894 | 12.327 | 22.434 | 0.01512193959
10items/130 | Optimum found | 7982 | 7981.992034 | 12.27 | 15.303 | 0.01382826827
10items/099 | Optimum found | 18872 | 18871.98116 | 25.493 | 25.615 | 0.01520062797
10items/124 | Optimum found | 8625 | 8624.991405 | 16.652 | 20.152 | 0.01400421374
10items/144 | Optimum found | 8822 | 8821.991191 | 8.511 | 9.547 | 0.01384613104
10items/126 | Optimum found | 8253 | 8252.991758 | 19.409 | 19.462 | 0.01526152529
10items/135 | Optimum found | 10630 | 10629.98939 | 14.809 | 14.88 | 0.01398962829
10items/150 | Optimum found | 7799 | 7799 | 7.487 | 7.491 | 0.01194674615
10items/119 | Optimum found | 9155 | 9154.990871 | 16.302 | 22.832 | 0.01394960936
10items/121 | Optimum found | 8315 | 8314.991703 | 22.165 | 23.645 | 0.01398629509
10items/122 | Optimum found | 7930 | 7929.992087 | 23.621 | 23.699 | 0.01396914478
10items/139 | Optimum found | 7922 | 7921.992099 | 14.107 | 15.448 | 0.01389930584
10items/148 | Optimum found | 8392 | 8392 | 11.65 | 11.655 | 0.01392923854
10items/102 | Optimum found | 8068 | 8067.991989 | 27.572 | 29.182 | 0.01388834231
10items/149 | Optimum found | 12297 | 12297 | 11.473 | 11.478 | 0.01409995276
10items/118 | Optimum found | 8158 | 8157.991879 | 24.519 | 25.856 | 0.01395574398
10items/151 | Optimum found | 8484 | 8484 | 9.607 | 9.61 | 0.01366828848
10items/131 | Optimum found | 8106 | 8105.991903 | 21.767 | 21.991 | 0.01385751925
10items/125 | Optimum found | 7705 | 7704.992316 | 25.801 | 25.894 | 0.0137868505
10items/107 | Optimum found | 8118 | 8117.991904 | 26.787 | 30.563 | 0.01507580094
10items/163 | Optimum found | 8241 | 8241 | 6.27 | 6.275 | 0.01197056938
10items/106 | Optimum found | 10400 | 10399.98962 | 15.785 | 33.202 | 0.01508709975
10items/114 | Optimum found | 9043 | 9042.990989 | 31.795 | 31.815 | 0.01410203986
10items/127 | Optimum found | 8816 | 8815.991228 | 29.615 | 30.491 | 0.01468665805
10items/115 | Optimum found | 9339 | 9338.990701 | 32.24 | 34.026 | 0.01397502702
10items/117 | Optimum found | 8394 | 8393.991642 | 31.588 | 34.217 | 0.01383196749
10items/111 | Optimum found | 9384 | 9383.990649 | 14.793 | 36.304 | 0.01406790875
10items/129 | Optimum found | 8455 | 8454.991584 | 30.067 | 32.299 | 0.01389110647
10items/167 | Optimum found | 8074 | 8074 | 11.867 | 11.872 | 0.01369881351
10items/109 | Optimum found | 9591 | 9590.990473 | 35.89 | 40.497 | 0.01522419415
10items/146 | Optimum found | 9242 | 9241.990774 | 25.673 | 27.009 | 0.01408793591
10items/172 | Optimum found | 6907 | 6906.993103 | 11.081 | 11.475 | 0.01363952644
10items/157 | Optimum found | 7939 | 7939 | 18.207 | 18.212 | 0.01358274557
10items/140 | Optimum found | 7981 | 7980.992061 | 29.117 | 30.142 | 0.01388071664
10items/171 | Optimum found | 9807 | 9806.990213 | 9.276 | 11.957 | 0.0131029021
10items/145 | Optimum found | 8494 | 8493.991553 | 27.273 | 28.796 | 0.0139850108
10items/137 | Optimum found | 7985 | 7984.992049 | 34.486 | 35.307 | 0.01369896438
10items/142 | Optimum found | 9134 | 9133.990906 | 32.04 | 32.119 | 0.01399360038
10items/147 | Optimum found | 10527 | 10526.98951 | 29.173 | 30.228 | 0.01403045096
10items/143 | Optimum found | 9456 | 9455.990583 | 23.756 | 33.436 | 0.01385143586
10items/113 | Optimum found | 8115 | 8114.991916 | 44.767 | 46.205 | 0.01517638844
10items/152 | Optimum found | 8694 | 8693.991343 | 26.07 | 28.627 | 0.01499058958
10items/128 | Optimum found | 7640 | 7639.992407 | 44.931 | 45.703 | 0.01385905407
10items/161 | Optimum found | 9831 | 9830.990226 | 25.665 | 26.859 | 0.01385783684
10items/153 | Optimum found | 7400 | 7399.992627 | 30.22 | 30.301 | 0.01367026754
10items/179 | Optimum found | 6524 | 6523.993491 | 16.873 | 17.05 | 0.01390461437
10items/165 | Optimum found | 8904 | 8903.991122 | 25.596 | 26.903 | 0.01383085735
10items/168 | Optimum found | 7052 | 7051.992975 | 17.562 | 26.753 | 0.01370822079
10items/158 | Optimum found | 6659 | 6658.993369 | 29.775 | 31.296 | 0.01375275385
10items/191 | Optimum found | 8533 | 8532.991493 | 7.518 | 10.639 | 0.01380542759
10items/178 | Optimum found | 6905 | 6904.993109 | 20.54 | 20.973 | 0.0137271937
10items/176 | Optimum found | 7604 | 7603.9924 | 23.522 | 24.15 | 0.01386554353
10items/196 | Optimum found | 9147 | 9146.990861 | 6.596 | 7.022 | 0.01347148232
10items/177 | Optimum found | 7453 | 7453 | 23.954 | 23.998 | 0.01362719201
10items/195 | Optimum found | 7647 | 7646.992362 | 10.366 | 10.653 | 0.01393353287
10items/154 | Optimum found | 9247 | 9246.990773 | 26.985 | 38.985 | 0.0138685992
10items/133 | Optimum found | 10170 | 10169.98985 | 51.636 | 52.643 | 0.01388279628
10items/173 | Optimum found | 8696 | 8695.991352 | 32.99 | 33.075 | 0.01505206432
10items/174 | Optimum found | 7279 | 7278.992735 | 30.411 | 32.76 | 0.01386553608
10items/170 | Optimum found | 7748 | 7747.992283 | 36.9 | 37.078 | 0.01389267109
10items/156 | Optimum found | 8514 | 8513.991529 | 41.841 | 44.037 | 0.01387537085
10items/208 | Optimum found | 9882 | 9881.999762 | 8.013 | 8.017 | 0.01375703607
10items/180 | Optimum found | 7928 | 7927.992124 | 28.703 | 30.825 | 0.01380027644
10items/164 | Optimum found | 7988 | 7987.992059 | 42.115 | 43.266 | 0.01383663993
10items/181 | Optimum found | 8389 | 8388.991639 | 30.487 | 32.611 | 0.013909759
10items/155 | Optimum found | 9678 | 9677.990376 | 47.866 | 50.361 | 0.01524571981
10items/175 | Optimum found | 8192 | 8191.991846 | 41.554 | 41.603 | 0.01379236393
10items/194 | Optimum found | 8087 | 8086.991946 | 26.796 | 27.377 | 0.01372106653
10items/203 | Optimum found | 7885 | 7884.992127 | 19.081 | 20.13 | 0.01374111045
10items/162 | Optimum found | 9361 | 9360.990704 | 49.36 | 51.671 | 0.0152982315
10items/166 | Optimum found | 6439 | 6438.993614 | 48.303 | 51.595 | 0.0135905873
10items/192 | Optimum found | 7731 | 7730.992296 | 31.482 | 33.981 | 0.01492552366
10items/186 | Optimum found | 7356 | 7355.992698 | 22.414 | 39.829 | 0.01492988877
10items/159 | Optimum found | 9332 | 9331.990711 | 56.165 | 58.093 | 0.0140203815
10items/221 | Optimum found | 9041 | 9041 | 8.17 | 8.173 | 0.01222094242
10items/185 | Optimum found | 8079 | 8079 | 41.611 | 42.495 | 0.01404251345
10items/190 | Optimum found | 8504 | 8503.991535 | 37.136 | 40.581 | 0.01388901658
10items/184 | Optimum found | 7547 | 7546.992513 | 43.766 | 44.966 | 0.01382267755
10items/197 | Optimum found | 8754 | 8753.99127 | 32.877 | 35.039 | 0.01400673296
10items/225 | Optimum found | 8507 | 8507 | 6.458 | 6.461 | 0.01203115378
10items/193 | Optimum found | 8329 | 8328.9917 | 40.708 | 41.543 | 0.01397801749
10items/199 | Optimum found | 10697 | 10696.98933 | 22.046 | 35.783 | 0.01405689027
10items/187 | Optimum found | 9654 | 9653.99037 | 43.934 | 48.23 | 0.01408702787
10items/169 | Optimum found | 8130 | 8129.991899 | 60.503 | 62.552 | 0.01376622077
10items/222 | Optimum found | 8680 | 8679.991333 | 14.47 | 14.842 | 0.01531517599
10items/160 | Optimum found | 8573 | 8572.991488 | 22.8 | 68.521 | 0.0137932403
10items/202 | Optimum found | 9010 | 9009.991091 | 36.248 | 38.647 | 0.0138786491
10items/204 | Optimum found | 10144 | 10143.98993 | 35.908 | 36.983 | 0.01519524213
10items/188 | Optimum found | 9205 | 9204.990828 | 50.471 | 51.73 | 0.01390421577
10items/183 | Optimum found | 8634 | 8633.991419 | 22.765 | 53.912 | 0.01392040402
10items/232 | Optimum found | 8061 | 8061 | 9.325 | 9.33 | 0.01376252342
10items/182 | Optimum found | 8945 | 8944.991112 | 58.982 | 59.274 | 0.01523542218
10items/211 | Optimum found | 10084 | 10083.98998 | 33.922 | 35.473 | 0.01520931162
10items/189 | Optimum found | 7461 | 7460.992578 | 57.287 | 57.56 | 0.0150402654
10items/239 | Optimum found | 8822 | 8821.991189 | 7.997 | 8.065 | 0.01376899146
10items/218 | Optimum found | 8989 | 8988.991038 | 30.032 | 32.196 | 0.01396076567
10items/210 | Optimum found | 8876 | 8875.991194 | 37.393 | 42.319 | 0.01380277984
10items/198 | Optimum found | 8159 | 8158.991889 | 53.808 | 53.909 | 0.01392350625
10items/206 | Optimum found | 11100 | 11099.98894 | 47.781 | 50.219 | 0.01394140255
10items/205 | Optimum found | 10486 | 10485.98958 | 52.693 | 53.746 | 0.01496041752
10items/244 | Optimum found | 9651 | 9650.990361 | 15.792 | 16.395 | 0.01501465775
10items/215 | Optimum found | 10106 | 10105.98998 | 44.482 | 46.159 | 0.01396862231
10items/230 | Optimum found | 8832 | 8831.991182 | 28.308 | 29.058 | 0.0150233712
10items/201 | Optimum found | 10479 | 10478.98956 | 59.265 | 60.366 | 0.01385664102
10items/200 | Optimum found | 8442 | 8441.991626 | 59.805 | 62.026 | 0.01393759437
10items/213 | Optimum found | 8898 | 8897.991175 | 47.305 | 50.498 | 0.01516964845
10items/241 | Optimum found | 8867 | 8866.991181 | 20.778 | 25.991 | 0.0138835581
10items/224 | Optimum found | 9375 | 9374.990682 | 27.606 | 41.042 | 0.01400631107
10items/226 | Optimum found | 9017 | 9016.99102 | 33.257 | 39.13 | 0.01401117258
10items/235 | Optimum found | 11330 | 11329.98871 | 30.913 | 32.28 | 0.01403796859
10items/227 | Optimum found | 9570 | 9569.990462 | 38.308 | 40.025 | 0.01457716338
10items/212 | Optimum found | 8422 | 8422 | 58.172 | 58.197 | 0.01392738335
10items/238 | Optimum found | 8871 | 8870.999805 | 32.731 | 32.752 | 0.01373095717
10items/248 | Optimum found | 9194 | 9193.990848 | 8.158 | 23.029 | 0.01402186416
10items/228 | Optimum found | 8513 | 8512.991587 | 41.747 | 41.766 | 0.01498522423
10items/223 | Optimum found | 8561 | 8560.991479 | 44.688 | 49.501 | 0.01391882356
10items/207 | Optimum found | 8901 | 8900.991147 | 67.642 | 70.304 | 0.01384022646
10items/234 | Optimum found | 10194 | 10193.98987 | 41.85 | 41.907 | 0.01381125487
10items/250 | Optimum found | 8671 | 8670.991373 | 14.766 | 26.354 | 0.01387995295
10items/219 | Optimum found | 10088 | 10087.99003 | 57.369 | 57.943 | 0.01397372317
10items/216 | Optimum found | 7789 | 7788.992305 | 62.08 | 64.032 | 0.01356354915
10items/220 | Optimum found | 10368 | 10367.98968 | 56.957 | 57.45 | 0.01395508461
10items/231 | Optimum found | 9016 | 9015.991049 | 45.176 | 45.767 | 0.01509092562
10items/209 | Optimum found | 10424 | 10423.98971 | 70.451 | 70.67 | 0.01517278608
10items/233 | Optimum found | 10934 | 10934 | 44.735 | 45.875 | 0.01388113014
10items/253 | Optimum found | 8252 | 8251.99177 | 22.03 | 22.083 | 0.01366114337
10items/229 | Optimum found | 9329 | 9328.990794 | 49.541 | 49.591 | 0.01390528865
10items/217 | Optimum found | 9245 | 9244.990841 | 65.002 | 66.277 | 0.01499489881
10items/271 | Optimum found | 10514 | 10514 | 5.405 | 5.408 | 0.01137751061
10items/245 | Optimum found | 9362 | 9361.990716 | 37.277 | 37.982 | 0.01526271831
10items/237 | Optimum found | 8857 | 8856.991198 | 46.129 | 47.938 | 0.01489845477
10items/246 | Optimum found | 9903 | 9902.990146 | 26.974 | 39.709 | 0.01408210862
10items/257 | Optimum found | 8876 | 8876 | 28.148 | 29.029 | 0.01367335673
10items/214 | Optimum found | 9808.999998 | 9808.990226 | 75.906 | 77.211 | 0.01411871053
10items/263 | Optimum found | 8995 | 8995 | 23.914 | 23.917 | 0.01389646623
10items/243 | Optimum found | 10200 | 10199.98991 | 49.897 | 50.747 | 0.01386333816
10items/247 | Optimum found | 11240 | 11239.9888 | 46.52 | 46.619 | 0.01528051402
10items/254 | Optimum found | 10079 | 10078.98994 | 33.285 | 35.08 | 0.01503913291
10items/258 | Optimum found | 7632 | 7631.99241 | 30.552 | 35.608 | 0.01374940388
10items/267 | Optimum found | 8912 | 8911.991128 | 23.265 | 26.889 | 0.01378148142
10items/249 | Optimum found | 12897 | 12896.98715 | 47.425 | 49.437 | 0.01420967467
10items/259 | Optimum found | 10082 | 10081.98999 | 34.79 | 36.266 | 0.01403286494
10items/242 | Optimum found | 9796 | 9795.990263 | 57.22 | 59.372 | 0.01530761458
10items/276 | Optimum found | 8604 | 8603.991403 | 21.928 | 21.935 | 0.01503382064
10items/251 | Optimum found | 9229 | 9228.990806 | 44.002 | 48.731 | 0.01484064572
10items/236 | Optimum found | 8960 | 8959.991122 | 64.587 | 65.398 | 0.01498210989
10items/252 | Optimum found | 9510 | 9509.990587 | 47.552 | 50.851 | 0.01385433786
10items/277 | Optimum found | 8252.999999 | 8252.991792 | 26.974 | 28.267 | 0.01363607682
10items/240 | Optimum found | 8752 | 8751.991331 | 61.468 | 68.235 | 0.01387848146
10items/273 | Optimum found | 9437 | 9436.990628 | 29.98 | 32.035 | 0.0138394516
10items/265 | Optimum found | 9656 | 9655.990388 | 38.956 | 42.734 | 0.01381836645
10items/272 | Optimum found | 7860 | 7859.992165 | 22.663 | 36.201 | 0.0149796661
10items/287 | Optimum found | 10379 | 10378.98965 | 19.713 | 24.755 | 0.01407199167
10items/256 | Optimum found | 9264 | 9263.990812 | 51.673 | 59.192 | 0.01392817684
10items/255 | Optimum found | 10422 | 10421.9897 | 58.435 | 59.637 | 0.01405488513
10items/279 | Optimum found | 7477 | 7476.992539 | 40.078 | 41.812 | 0.01517691277
10items/260 | Optimum found | 9305 | 9304.990815 | 51.898 | 56.163 | 0.01382106356
10items/294 | Optimum found | 8951 | 8950.991073 | 28.163 | 28.792 | 0.0135896923
10items/285 | Optimum found | 8779 | 8779 | 38.344 | 41.482 | 0.0140345525
10items/295 | Optimum found | 8500 | 8499.991516 | 19.157 | 28.326 | 0.01393353287
10items/270 | Optimum found | 8498 | 8497.991597 | 46.054 | 51.58 | 0.01390911825
10items/269 | Optimum found | 8917 | 8916.991158 | 52.702 | 57.614 | 0.01379060932
10items/296 | Optimum found | 9885 | 9884.990156 | 30.764 | 31.401 | 0.01468932815
10items/266 | Optimum found | 7322 | 7321.992783 | 56.491 | 64.615 | 0.01473820768
10items/278 | Optimum found | 7816 | 7815.992224 | 54.679 | 57.458 | 0.01489052083
10items/293 | Optimum found | 9167 | 9167 | 40.634 | 40.637 | 0.01506863628
10items/275 | Optimum found | 9039 | 9038.991005 | 59.767 | 59.843 | 0.01514992677
10items/303 | Optimum found | 33419 | 33419 | 28.418 | 28.479 | 0.02173242811
10items/262 | Optimum found | 10051 | 10050.9901 | 71.633 | 71.743 | 0.01406832971
10items/280 | Optimum found | 8913 | 8912.991207 | 59.277 | 60.805 | 0.01494597457
10items/297 | Optimum found | 9446 | 9446 | 39.613 | 41 | 0.01398981269
10items/305 | Optimum found | 21902 | 21901.97812 | 29.233 | 32.423 | 0.02507667709
10items/311 | Optimum found | 28791 | 28790.97122 | 20.496 | 21.406 | 0.02514036838
10items/268 | Optimum found | 7993 | 7992.992093 | 65.617 | 78.332 | 0.01504225563
10items/286 | Optimum found | 8305 | 8304.991811 | 58.566 | 61.213 | 0.01375918742
10items/313 | Optimum found | 34990 | 34989.96503 | 24.019 | 24.333 | 0.02521581296
10items/282 | Optimum found | 9645 | 9644.990405 | 68.936 | 71.16 | 0.01405320875
10items/315 | Optimum found | 22704 | 22703.97733 | 22.959 | 23.734 | 0.02518521342
10items/292 | Optimum found | 8497 | 8496.991532 | 57.096 | 57.398 | 0.01377661061
10items/307 | Optimum found | 25309 | 25308.97472 | 35.371 | 35.901 | 0.02519653086
10items/317 | Optimum found | 33439 | 33438.96659 | 22.415 | 22.488 | 0.02526947577
10items/323 | Optimum found | 25453 | 25453 | 16.008 | 16.014 | 0.02171916608
10items/299 | Optimum found | 11467 | 11466.98859 | 47.456 | 55.475 | 0.01527242176
10items/288 | Optimum found | 9962 | 9961.990107 | 65.549 | 66.946 | 0.01390559413
10items/283 | Optimum found | 9510 | 9509.990588 | 68.94 | 75.385 | 0.01394558884
10items/304 | Optimum found | 47515 | 47514.95254 | 45.588 | 46.977 | 0.02549038734
10items/281 | Optimum found | 9139 | 9138.990932 | 77.9 | 79.035 | 0.01392097212
10items/302 | Optimum found | 43631 | 43630.95645 | 52.835 | 53.13 | 0.02539588884
10items/291 | Optimum found | 9433 | 9432.990637 | 68.095 | 68.233 | 0.01516948547
10items/319 | Optimum found | 34724 | 34723.9653 | 24.732 | 24.95 | 0.02509466279
10items/284 | Optimum found | 8387 | 8386.991718 | 78.774 | 81.332 | 0.01386798359
10items/318 | Optimum found | 21490 | 21489.97851 | 30.297 | 30.309 | 0.02511526365
10items/274 | Optimum found | 8179 | 8178.99192 | 85.324 | 88.885 | 0.01392746158
10items/264 | Optimum found | 8805 | 8804.991282 | 98.713 | 99.346 | 0.01495575439
10items/324 | Optimum found | 25850 | 25849.97418 | 26.27 | 26.928 | 0.02513161022
10items/320 | Optimum found | 47044 | 47043.95298 | 30.572 | 30.654 | 0.02529326919
10items/310 | Optimum found | 24702 | 24702 | 46.496 | 46.502 | 0.02528908662
10items/327 | Optimum found | 28481 | 28480.97155 | 19.565 | 19.636 | 0.025242907
10items/328 | Optimum found | 27153 | 27152.97287 | 17.85 | 17.973 | 0.02495770995
10items/308 | Optimum found | 37371 | 37370.96268 | 46.343 | 50.346 | 0.02536236588
10items/337 | Optimum found | 22237 | 22236.97778 | 13.142 | 13.272 | 0.02497167978
