            Instance |     Method |               Status |      Value |      RAM |   Best (s) | Proved (s) | Solution                                                                        
                 405 |        lns |       open(improved) |      18642 |     0.39 |     584.46 |       N.A. | 8 8 8 8 8 8 8 8 1 1 1 1 1 1 1 1 1 1 3 3 4 9 9 9 0 2 6 6 0 0 1 1 1 1 1 2 2 2 4 3 3 3 0 7 5 5 5 0 9 9 9 9 9 2 7 4 4 4 9 9 9 9 9 6 0 2 2 7 7 5 3 3 6 2 2 2 6 5 5 5 3 4 2 5 3 5 0 2 7 7 3 3 0 4 4 2 5 6 4 2 
                 406 |        lns |       open(improved) |      19855 |     0.40 |     549.64 |       N.A. | 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 5 5 5 4 4 4 4 8 9 9 6 6 6 0 0 8 6 1 1 9 5 5 0 0 4 4 4 6 9 7 4 0 7 7 7 9 6 5 5 5 5 5 0 9 9 7 7 5 5 5 5 6 6 6 6 6 1 8 8 6 0 7 9 8 8 1 7 1 7 9 1 9 0 6 1 0 1 0 0 9 1 0 
                 407 |        lns |       open(improved) |      21389 |     0.40 |     586.99 |       N.A. | 6 6 6 6 6 6 6 6 6 6 1 1 1 1 1 1 1 1 1 1 1 3 0 4 4 9 2 3 0 7 5 5 5 5 5 9 9 7 0 2 3 3 8 5 5 2 2 9 9 7 0 0 0 0 0 0 4 4 4 2 2 3 3 7 8 8 8 8 8 8 8 3 9 9 9 9 4 2 3 2 2 3 3 9 4 4 2 3 3 7 8 0 9 4 4 7 3 7 2 3 
                 408 |        lns |       open(improved) |      29487 |     0.39 |     521.75 |       N.A. | 5 5 5 5 5 5 5 5 5 5 5 5 5 2 2 2 2 2 2 2 2 7 4 9 9 9 6 6 6 6 3 2 2 2 2 2 7 3 3 8 8 8 9 9 9 9 9 9 4 4 4 4 4 4 4 3 3 1 1 1 7 7 7 7 7 7 7 7 3 3 3 8 8 8 8 8 8 8 9 9 9 9 0 4 1 3 0 3 4 4 4 1 0 0 1 3 0 0 0 0 
                 409 |        lns |       open(improved) |      19907 |     0.40 |     425.98 |       N.A. | 7 7 7 7 7 7 7 6 6 6 6 6 6 6 6 6 6 6 3 3 3 4 0 0 0 8 1 5 5 2 2 2 2 5 5 4 0 0 8 8 9 5 1 0 0 3 3 3 5 5 4 1 1 1 2 2 9 8 0 0 3 3 3 3 4 4 4 4 9 1 8 2 4 4 4 4 4 4 5 9 9 9 8 8 1 5 0 9 5 9 0 8 1 9 8 1 8 1 0 5 
                 410 |        lns |       open(improved) |      19192 |     0.81 |     399.67 |       N.A. | 4 4 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 7 2 2 2 8 9 9 5 5 5 5 3 8 6 6 6 3 3 3 3 2 8 9 9 9 9 9 9 8 1 2 2 7 7 7 6 6 5 5 5 5 5 5 5 5 1 2 8 6 6 6 6 6 8 3 7 1 1 2 2 2 2 7 3 3 2 3 1 1 1 7 8 2 1 7 2 6 7 8 2 3 1 
                 411 |        lns |       open(improved) |      18189 |     0.40 |     516.08 |       N.A. | 3 3 3 3 3 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 4 9 9 9 6 8 8 7 4 4 4 4 9 0 0 2 8 1 1 1 5 0 0 9 9 4 4 4 8 7 7 7 7 8 0 2 2 6 6 6 6 9 9 2 2 2 8 0 9 9 9 7 7 7 8 8 8 1 1 1 9 2 2 2 2 9 9 8 9 8 6 8 6 1 0 0 1 9 1 2 
                 412 |        lns |       open(improved) |      18273 |     0.39 |     498.81 |       N.A. | 7 7 7 6 6 6 6 6 6 6 6 6 9 9 9 5 5 0 0 0 1 1 4 4 4 8 0 0 3 7 7 7 8 8 4 4 1 2 2 2 2 2 9 9 9 9 3 1 1 1 5 5 8 5 5 5 5 5 5 5 8 8 4 4 0 0 0 9 9 9 9 9 9 8 3 3 2 2 2 2 2 2 3 0 1 8 1 4 0 0 3 8 4 1 8 4 0 1 1 3 
                 413 |        lns |       open(improved) |      23870 |     0.40 |     473.81 |       N.A. | 8 8 8 8 8 8 8 8 8 8 7 7 7 7 7 7 6 6 6 2 2 2 2 2 2 0 0 0 5 3 3 9 9 9 6 6 6 4 5 7 7 7 7 7 9 9 9 5 5 2 2 3 1 1 1 4 4 6 6 6 0 3 3 5 0 0 0 0 4 6 6 6 6 6 1 4 4 4 9 9 3 1 5 9 1 9 1 1 3 1 1 0 4 4 9 9 3 3 5 1 
                 414 |        lns |       open(improved) |      16217 |     0.40 |     560.27 |       N.A. | 6 6 6 6 6 6 6 6 2 2 2 2 2 2 2 2 2 2 2 9 9 7 7 7 3 5 5 1 1 0 8 8 9 9 1 1 4 7 7 5 5 9 9 0 6 6 6 4 4 8 9 9 1 1 1 0 0 0 4 4 4 1 1 1 8 8 8 5 5 5 7 3 3 3 9 9 9 4 4 3 3 3 3 8 1 8 7 1 4 1 0 4 4 0 5 5 4 4 4 0 
                 415 |        lns |       open(improved) |      21033 |     0.39 |     585.80 |       N.A. | 0 0 0 0 0 4 4 4 4 4 4 4 4 2 2 2 2 2 2 2 2 5 9 9 7 7 8 8 1 1 6 6 3 3 3 9 9 7 5 5 5 5 5 5 5 5 5 5 5 5 5 6 1 1 8 8 8 6 6 2 2 2 2 9 7 7 3 1 8 6 6 6 3 3 3 9 7 3 3 3 8 9 2 7 8 9 7 1 6 1 9 8 9 9 9 6 6 7 7 1 
                 416 |        lns |       open(improved) |      18808 |     0.40 |     578.48 |       N.A. | 5 5 5 5 5 5 5 5 5 5 5 0 0 3 3 3 3 3 3 3 2 2 2 6 4 7 9 1 1 4 4 8 8 9 7 1 6 0 0 0 0 0 0 0 0 4 4 4 4 6 8 8 8 8 9 9 9 8 1 1 1 2 9 9 9 4 6 6 1 1 8 8 8 1 1 2 7 7 9 9 9 9 6 1 6 6 1 6 2 4 7 9 4 6 9 1 7 9 2 1 
                 417 |        lns |       open(improved) |      27584 |     0.40 |     503.52 |       N.A. | 3 3 3 3 3 3 3 3 3 6 6 6 6 6 6 6 6 6 6 2 2 2 8 8 1 4 7 7 7 7 7 7 7 7 5 8 9 9 9 4 6 6 0 0 5 5 2 2 2 4 4 1 0 0 0 0 0 5 5 8 9 9 9 9 9 9 9 9 9 8 8 8 4 5 5 2 2 1 1 4 4 5 8 8 8 1 5 8 1 2 1 1 4 8 5 8 5 0 2 1 
                 418 |        lns |       open(improved) |      23263 |     0.40 |     521.71 |       N.A. | 4 4 4 4 4 1 1 1 1 1 1 1 1 1 1 1 1 1 8 7 3 6 6 6 6 9 2 7 1 1 0 0 6 9 2 2 2 5 5 6 6 3 8 8 8 8 8 8 8 2 2 7 6 8 8 7 9 0 0 0 0 0 6 5 5 5 5 5 5 2 2 2 2 7 3 3 9 9 7 7 6 6 6 3 5 2 3 5 5 9 3 7 3 2 9 6 7 3 2 3 
                 419 |        lns |       open(improved) |      24724 |     0.39 |     514.46 |       N.A. | 5 5 5 5 5 5 5 5 7 7 7 7 7 7 7 7 7 7 3 2 2 8 8 6 6 4 4 0 0 0 0 0 0 0 0 0 0 3 1 1 2 4 6 6 9 9 9 9 3 3 8 8 8 6 6 4 1 1 1 1 1 1 1 1 1 1 1 8 9 9 9 2 2 4 4 6 6 9 9 9 9 3 3 2 2 2 2 3 8 3 6 8 6 4 8 8 6 4 4 4 
                 420 |        lns |       open(improved) |      27627 |     0.40 |     509.00 |       N.A. | 3 3 3 3 3 3 5 5 5 5 5 5 5 5 7 7 7 4 4 4 4 0 0 2 6 8 8 9 7 7 7 1 1 2 2 2 2 0 0 8 8 8 6 4 4 4 4 4 4 4 4 4 4 4 4 6 6 1 1 1 1 1 0 0 0 9 6 2 2 2 8 8 8 8 8 8 6 8 8 9 6 9 9 0 6 9 0 9 0 6 6 0 6 6 6 9 9 0 0 6 
                 421 |        lns |       open(improved) |      20873 |     0.40 |     522.41 |       N.A. | 4 4 4 4 4 4 4 4 4 4 8 8 8 8 8 8 8 8 8 5 2 2 6 6 3 7 7 2 6 1 1 9 3 3 7 7 7 7 7 7 7 2 5 5 6 6 0 4 4 4 1 3 3 3 5 5 9 9 6 0 0 1 9 2 2 5 5 5 5 5 1 1 9 0 6 3 3 1 2 9 0 0 1 1 9 0 9 0 5 2 1 1 6 1 2 2 2 2 9 0 
                 422 |        lns |       open(improved) |      23129 |     0.40 |     501.41 |       N.A. | 2 2 2 2 2 2 2 2 2 2 2 7 7 7 7 7 7 7 7 4 9 0 3 3 6 8 8 8 8 8 8 0 3 6 0 3 3 4 4 9 9 9 9 9 9 9 9 0 3 3 6 6 4 1 1 0 0 5 5 5 5 5 5 5 8 8 7 7 4 4 3 3 6 6 6 3 3 3 3 6 1 6 4 0 8 4 4 4 6 1 4 1 0 6 4 0 6 0 1 1 
                 424 |        lns |       open(improved) |      20322 |     0.40 |     496.48 |       N.A. | 2 2 2 2 2 2 2 2 2 5 5 5 8 8 8 8 8 8 8 8 3 3 0 0 6 6 9 9 6 7 7 0 0 0 4 5 5 5 5 5 5 5 1 6 0 7 1 1 9 4 0 0 7 5 5 6 3 3 3 3 3 7 7 7 6 6 6 6 4 1 1 1 9 0 0 0 0 0 7 7 9 9 1 7 4 9 4 4 1 6 9 1 7 4 4 7 6 4 9 1 
                 423 |        lns |       open(improved) |      21559 |     0.40 |     503.46 |       N.A. | 6 6 6 6 6 6 6 6 6 4 4 4 4 4 0 0 0 0 0 7 8 8 8 1 1 9 5 9 9 7 2 3 3 3 3 3 3 1 1 1 9 9 9 5 5 2 8 0 0 0 0 0 0 0 7 2 5 5 5 9 9 8 8 8 2 5 1 1 3 3 3 1 1 1 9 1 9 1 8 8 2 2 5 7 8 2 8 8 1 7 2 2 8 7 9 7 7 9 5 2 
                 425 |        lns |       open(improved) |      21573 |     0.81 |     459.79 |       N.A. | 6 6 6 6 6 6 1 1 1 1 1 1 1 1 1 0 8 8 8 8 9 9 9 7 2 2 3 0 0 8 8 8 4 2 2 7 3 3 3 0 4 4 2 5 7 7 8 8 8 8 8 8 4 4 3 3 7 7 1 1 1 0 0 0 0 0 0 0 2 2 9 3 3 5 9 9 7 7 2 2 3 3 9 4 4 4 4 5 9 9 7 3 5 2 9 7 3 3 3 2 
                 426 |        lns |       open(improved) |      23592 |     0.40 |     596.70 |       N.A. | 9 9 9 9 9 9 9 2 2 2 2 2 2 2 2 2 3 3 3 7 6 6 5 5 0 4 4 4 8 7 7 3 3 3 3 3 3 3 8 8 5 0 0 4 6 6 6 6 7 7 1 1 1 1 1 1 1 1 7 0 6 5 5 8 3 3 6 6 4 4 8 8 5 5 8 7 0 0 0 8 4 7 5 5 8 0 6 8 0 8 4 6 6 0 0 7 6 4 7 6 
                 427 |        lns |       open(improved) |      19335 |     0.40 |     577.25 |       N.A. | 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 5 0 2 2 3 3 1 6 9 9 9 5 5 5 1 1 4 4 4 2 3 9 9 9 1 6 0 0 0 3 5 5 3 2 1 1 4 4 4 4 4 3 6 6 5 5 5 1 1 0 0 0 0 0 0 6 6 6 5 5 2 3 3 3 2 2 2 9 9 1 5 6 3 9 5 2 1 5 
                 428 |        lns |       open(improved) |      17709 |     0.40 |     570.90 |       N.A. | 8 8 8 8 8 8 8 8 4 4 4 4 4 4 4 4 7 9 0 1 6 6 0 0 0 2 2 2 2 2 2 2 0 0 7 6 9 1 5 5 1 1 6 2 2 2 2 3 0 0 7 7 6 8 8 8 8 8 8 6 5 7 7 7 9 9 1 6 3 5 5 5 0 0 0 0 9 5 7 6 1 7 7 7 3 9 5 6 1 3 7 7 5 0 0 6 6 0 6 6 
                 429 |        lns |       open(improved) |      24051 |     0.39 |     542.13 |       N.A. | 4 4 4 4 4 4 4 1 1 1 1 1 1 1 1 1 9 9 9 9 9 9 9 0 7 7 2 5 5 5 5 5 5 8 7 7 7 0 3 6 6 3 3 2 2 8 8 9 9 9 9 9 9 9 9 9 9 7 3 2 2 5 5 5 5 5 7 7 8 6 6 6 6 6 6 7 7 3 0 2 8 8 8 8 0 0 2 2 3 2 0 7 7 2 2 0 0 7 7 3 
                 430 |        lns |       open(improved) |      22046 |     0.40 |     481.02 |       N.A. | 5 5 5 5 5 5 5 5 5 5 1 1 1 1 1 1 1 1 8 6 6 2 3 3 3 7 7 2 2 9 7 0 3 3 9 9 6 6 6 6 4 3 3 3 3 3 2 0 4 6 6 6 6 6 6 6 4 4 0 0 0 8 7 6 9 9 9 4 8 8 9 9 9 9 9 2 2 0 4 7 7 7 7 7 0 0 0 2 0 2 8 2 4 2 0 0 2 4 2 4 
                 431 |        lns |       open(improved) |      23744 |     0.39 |     599.35 |       N.A. | 2 2 2 2 2 2 2 2 2 2 2 8 8 8 8 8 8 8 4 4 3 3 3 9 9 6 5 5 5 5 5 7 7 3 3 3 6 6 6 6 4 4 4 4 0 0 1 1 1 1 5 5 5 5 5 7 7 7 7 7 1 1 1 6 4 4 4 9 9 9 7 7 0 0 6 5 9 1 4 9 1 9 4 4 0 1 0 0 0 1 0 1 9 4 0 4 6 0 0 1 
                 432 |        lns |       open(improved) |      20686 |     0.81 |     555.59 |       N.A. | 5 5 5 5 5 5 5 5 5 5 5 5 5 5 2 2 7 7 7 0 1 1 8 8 1 1 3 9 9 9 9 8 6 1 3 3 4 4 8 0 0 0 0 0 0 0 0 0 0 8 4 7 7 7 7 1 1 1 2 2 2 9 9 7 7 7 7 7 6 6 3 3 9 8 2 2 2 2 2 4 4 2 6 3 3 4 3 9 8 1 9 3 4 1 4 8 1 4 1 6 
                 433 |        lns |       open(improved) |      29602 |     0.40 |     580.33 |       N.A. | 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 9 2 2 8 8 8 8 8 8 8 8 8 5 0 0 1 1 4 4 4 4 9 9 9 9 9 9 6 7 7 5 5 5 5 0 0 0 0 0 0 1 1 6 6 9 9 9 9 5 5 5 5 4 4 4 0 0 1 1 6 6 7 7 7 7 7 1 1 4 4 4 5 5 1 5 1 1 6 1 
                 434 |        lns |       open(improved) |      18834 |     0.39 |     581.89 |       N.A. | 9 9 9 9 9 9 9 9 1 1 1 1 1 1 1 1 1 7 8 8 2 2 6 6 0 5 5 8 8 8 8 6 6 8 8 8 8 4 4 3 3 0 0 5 2 2 2 2 2 1 1 1 1 5 5 0 4 1 1 1 1 1 1 1 5 5 8 8 8 8 2 2 2 2 2 6 0 0 0 0 0 0 4 5 3 3 5 5 6 4 0 5 5 4 0 5 3 5 3 4 
                 435 |        lns |       open(improved) |      15002 |     0.40 |     555.76 |       N.A. | 5 5 5 5 5 5 5 5 5 5 5 5 4 7 7 7 7 7 7 6 6 6 2 2 8 0 0 9 1 8 8 0 0 9 6 6 6 2 1 8 3 3 8 0 0 2 2 2 6 6 6 0 4 4 4 4 0 9 0 0 8 8 9 9 2 2 8 3 3 7 7 7 7 6 6 6 8 9 3 3 3 7 7 1 4 4 6 6 6 1 2 2 9 2 8 3 8 1 0 8 
                 436 |        lns |       open(improved) |      19630 |     0.39 |     584.71 |       N.A. | 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 7 7 9 9 1 1 6 6 6 6 6 5 5 7 1 8 8 8 8 1 1 3 3 2 7 5 5 3 7 2 2 7 0 1 1 6 6 3 3 5 8 8 8 9 0 2 2 3 7 7 7 7 5 5 2 8 3 3 3 3 3 3 3 9 9 0 5 5 5 5 2 2 2 0 2 0 0 1 2 1 1 0 
                 437 |        lns |       open(improved) |      21484 |     0.39 |     509.96 |       N.A. | 6 6 6 6 6 6 6 6 6 3 3 3 3 3 9 9 9 8 8 2 2 2 5 5 4 4 1 0 5 7 9 9 9 9 9 9 9 4 4 7 7 1 0 0 5 5 2 2 1 1 1 0 4 4 8 8 8 8 8 1 4 4 5 2 2 2 2 2 2 2 0 5 5 7 1 1 4 4 4 4 5 1 7 0 7 0 7 4 7 2 9 8 8 2 2 1 0 7 7 0 
                 439 |        lns |       open(improved) |      30968 |     0.40 |     575.18 |       N.A. | 9 9 9 9 9 9 9 9 9 9 9 9 3 3 3 3 3 3 3 3 3 2 7 7 7 6 8 8 8 8 4 0 0 0 0 0 0 0 0 0 5 7 2 2 2 2 2 2 2 7 7 7 7 4 5 8 8 8 8 4 0 0 1 1 6 8 8 8 8 8 8 5 8 8 8 8 7 7 4 5 6 1 1 4 4 7 7 7 7 1 7 5 1 5 6 1 1 5 5 4 
                 438 |        lns |       open(improved) |      21198 |     1.61 |     414.60 |       N.A. | 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 9 9 9 8 3 0 1 1 1 2 4 4 4 4 4 8 3 3 3 2 8 1 1 2 7 7 7 8 3 2 3 7 8 6 6 6 6 7 2 9 9 9 8 8 8 3 1 1 1 1 1 1 1 1 0 0 0 0 7 2 2 7 0 2 9 9 0 0 9 3 3 9 7 8 2 9 2 9 3 8 2 
                 440 |        lns |       open(improved) |      19389 |     0.42 |     471.98 |       N.A. | 9 9 9 9 9 9 9 9 9 9 9 2 2 2 2 2 2 2 2 2 4 4 4 5 5 5 8 7 6 6 1 4 4 4 8 4 4 4 0 0 7 7 5 2 2 2 2 2 2 8 7 7 2 2 1 1 1 1 1 8 8 6 3 5 5 3 4 4 4 8 7 3 3 0 0 5 5 5 5 6 6 8 8 0 6 6 7 3 5 8 7 6 6 5 3 7 8 1 0 6 
                 441 |        lns |       open(improved) |      20403 |     0.39 |     539.02 |       N.A. | 1 1 1 1 1 1 1 1 1 6 6 6 6 6 6 6 9 8 8 8 4 4 0 0 7 7 3 4 4 9 9 3 4 2 7 0 0 8 8 8 8 8 5 5 5 3 4 4 7 7 9 9 9 2 2 2 2 2 3 7 7 9 9 9 5 5 5 5 5 3 3 4 0 9 9 9 9 9 9 3 2 4 0 3 3 4 0 2 3 7 7 0 3 3 0 2 3 3 0 0 
                 442 |        lns |       open(improved) |      17294 |     0.40 |     519.20 |       N.A. | 5 5 5 5 5 5 5 5 5 5 5 0 0 0 8 8 8 8 8 8 7 4 4 1 1 1 1 2 2 2 3 9 9 9 6 1 3 3 6 6 6 4 7 2 2 0 0 0 0 9 9 9 8 8 6 6 2 2 1 1 3 4 4 4 7 7 2 6 3 3 9 9 9 9 9 1 7 3 3 7 1 6 4 2 4 7 6 3 7 1 9 9 2 3 1 1 2 6 3 1 
                 443 |        lns |       open(improved) |      17973 |     0.81 |     584.90 |       N.A. | 7 7 7 7 7 7 7 7 7 7 7 7 3 3 1 1 1 1 1 1 1 9 9 8 8 5 8 8 8 6 6 2 5 4 4 0 0 9 2 2 4 6 6 5 5 9 9 3 3 3 3 3 6 2 4 4 4 4 4 4 9 9 0 0 0 9 9 9 2 5 6 6 8 8 8 5 5 2 0 0 0 5 8 2 6 8 9 6 5 2 9 6 6 6 6 0 3 4 0 2 
                 444 |        lns |       open(improved) |      24356 |     0.20 |     540.36 |       N.A. | 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 7 5 5 6 6 1 1 8 8 8 9 9 4 4 7 5 5 5 5 5 5 5 3 3 3 1 9 9 5 5 7 7 7 1 6 6 6 9 9 4 4 4 4 4 1 1 8 8 8 8 9 7 7 7 7 7 7 7 4 6 6 6 1 9 1 1 9 4 4 3 6 1 9 6 9 4 1 3 3 1 9 
                 445 |        lns |       open(improved) |      18599 |     0.81 |     560.77 |       N.A. | 8 8 8 8 8 8 8 8 8 8 8 8 4 7 7 7 7 7 2 2 2 5 3 3 5 5 6 6 1 1 1 0 3 9 2 2 2 0 0 1 1 5 5 4 3 3 6 0 0 3 3 3 9 9 9 5 6 1 1 1 7 7 7 7 7 7 7 2 2 2 2 2 4 3 3 3 9 5 1 1 4 3 5 6 0 4 9 6 4 3 6 9 4 9 4 3 0 0 5 6 
                 446 |        lns |       open(improved) |      26118 |     0.40 |     509.76 |       N.A. | 2 2 2 2 2 2 2 2 2 2 2 3 4 4 4 4 4 4 4 4 4 4 7 3 3 3 3 3 8 8 1 1 1 0 0 5 5 5 7 9 9 9 9 9 6 6 6 6 6 6 6 6 7 7 5 5 8 8 0 3 3 3 3 3 0 5 5 5 5 5 5 5 7 1 9 9 9 9 0 3 5 3 5 1 5 0 0 3 3 8 3 1 0 0 0 7 7 0 0 7 
                 447 |        lns |       open(improved) |      22791 |     0.40 |     528.44 |       N.A. | 4 4 4 4 4 4 4 4 0 0 0 0 0 0 5 5 5 5 9 9 8 6 2 2 2 5 5 5 1 7 0 0 0 0 0 7 7 7 8 8 3 9 5 5 5 5 5 6 6 3 2 2 7 7 7 7 7 7 7 8 8 1 3 3 3 3 6 6 6 9 9 9 9 2 2 2 2 8 3 8 3 3 3 6 1 6 8 8 1 6 7 9 1 2 6 9 1 9 3 1 
                 448 |        lns |       open(improved) |      21468 |     0.39 |     573.10 |       N.A. | 0 0 0 0 0 0 0 0 0 0 0 0 9 9 9 9 9 9 9 3 4 8 7 9 9 9 9 9 1 6 2 2 3 9 9 9 5 5 5 6 2 2 4 4 7 8 8 5 5 5 7 7 1 1 1 2 2 2 2 2 2 4 3 6 6 6 8 8 7 7 8 4 4 4 6 6 6 6 5 5 5 3 3 1 4 2 8 4 4 4 7 4 8 8 7 1 7 4 3 1 
                 449 |        lns |       open(improved) |      19455 |     0.40 |     482.74 |       N.A. | 4 4 4 4 4 4 4 4 4 4 4 0 0 0 0 0 0 0 8 2 7 5 5 3 9 9 0 0 0 0 0 0 0 6 2 4 4 8 6 6 9 9 5 5 2 2 7 5 5 9 9 5 5 6 2 2 8 8 9 7 6 1 8 8 8 0 0 1 1 1 1 3 3 7 7 9 6 6 6 3 3 2 1 2 1 3 8 2 6 6 6 1 3 1 9 3 6 6 3 1 
                 450 |        lns |       open(improved) |      20754 |     0.39 |     575.49 |       N.A. | 4 4 4 4 4 4 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 0 0 7 6 6 6 5 3 3 8 2 2 6 6 6 6 8 8 8 8 8 8 8 8 5 3 3 2 1 0 0 0 2 2 2 3 1 1 1 5 5 5 0 2 3 3 3 3 3 8 8 5 7 7 1 1 8 8 8 8 5 0 2 2 2 5 0 5 2 3 0 1 2 5 0 0 3 1 1 
                 451 |        lns |       open(improved) |      26716 |     0.39 |     592.74 |       N.A. | 5 5 5 5 5 5 5 1 1 1 1 1 1 1 1 1 1 7 6 9 9 9 9 9 9 8 8 2 2 2 2 2 2 7 7 7 3 0 6 4 4 4 4 3 7 7 7 7 9 9 8 8 8 8 3 3 0 0 9 9 9 9 9 9 7 7 7 7 7 3 0 0 6 6 6 6 6 4 0 0 0 3 3 6 4 4 3 3 4 0 3 0 3 4 3 3 3 0 8 0 
                 452 |        lns |       open(improved) |      19759 |     0.40 |     497.49 |       N.A. | 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 9 8 1 1 0 0 0 0 0 0 0 6 6 1 5 5 7 7 3 9 9 9 6 6 8 5 1 1 1 8 4 4 6 3 3 3 9 1 5 5 8 8 8 8 6 1 1 4 4 4 7 7 7 7 7 7 3 3 3 3 1 5 4 5 1 4 4 6 6 6 9 1 9 3 5 3 4 6 3 9 
                 453 |        lns |       open(improved) |      23179 |     0.40 |     463.89 |       N.A. | 4 4 4 4 1 1 1 1 1 1 1 1 1 1 1 1 1 5 6 6 6 6 6 7 8 8 8 8 8 8 8 0 3 3 4 4 4 4 4 4 3 3 3 7 5 5 9 2 5 5 0 7 6 6 6 6 0 9 9 9 7 3 3 3 2 2 2 0 5 5 3 3 3 3 3 7 2 9 5 5 2 5 7 9 9 7 5 5 2 2 7 0 9 7 0 0 0 0 9 0 
                 454 |        lns |       open(improved) |      21043 |     0.39 |     566.96 |       N.A. | 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 2 2 1 5 6 7 7 7 9 9 9 0 6 2 5 5 1 1 1 1 6 9 9 9 7 7 0 0 1 1 1 2 5 5 5 6 6 0 0 0 7 7 7 8 8 8 2 2 0 0 0 1 1 1 5 5 8 8 6 0 8 6 2 6 0 8 8 2 2 2 2 6 2 0 2 6 0 0 6 6 0 
                 455 |        lns |       open(improved) |      24000 |     0.39 |     511.18 |       N.A. | 7 7 7 7 7 7 7 7 7 1 1 1 1 1 1 1 1 1 1 1 1 9 9 4 8 8 3 0 6 9 9 4 4 8 8 8 8 5 0 3 3 3 4 8 8 9 9 2 0 0 6 6 4 2 2 2 2 9 6 6 6 6 6 5 5 5 5 5 5 3 3 0 0 0 4 4 9 3 3 3 9 9 9 0 2 4 2 2 2 9 4 4 4 4 9 0 9 0 9 0 
                 456 |        lns |       open(improved) |      18375 |     0.79 |     512.47 |       N.A. | 8 8 8 8 8 8 8 8 8 6 6 6 6 6 6 6 6 6 3 7 4 1 2 2 2 0 3 3 4 1 0 5 5 9 9 9 9 3 0 0 7 7 4 1 8 8 8 8 8 4 4 9 9 9 9 9 9 9 0 2 7 0 1 1 2 2 2 2 0 7 7 7 7 7 7 5 5 3 3 0 1 4 5 3 3 0 5 1 5 1 0 1 7 3 4 0 5 5 1 1 
                 457 |        lns |       open(improved) |      18501 |     0.81 |     592.92 |       N.A. | 6 6 6 6 6 6 6 6 6 6 8 8 8 8 4 4 4 4 0 0 2 9 9 9 9 3 7 7 5 2 2 2 2 9 7 0 0 0 3 7 7 5 1 9 9 9 9 7 8 8 8 8 8 8 2 2 1 1 7 5 4 4 4 7 5 2 2 9 9 9 1 1 3 7 7 5 5 0 0 2 2 7 7 5 7 5 0 0 1 5 1 0 3 3 3 7 2 5 1 1 
                 458 |        lns |       open(improved) |      21024 |     0.81 |     591.20 |       N.A. | 5 5 5 5 5 5 5 5 7 7 7 7 7 7 7 7 4 4 9 9 3 1 1 6 6 6 3 0 8 5 5 5 1 2 2 9 9 9 1 1 4 4 4 4 4 4 4 4 1 8 8 0 0 6 6 9 9 9 9 3 9 9 1 8 8 6 6 6 6 6 3 3 3 0 2 2 2 2 2 8 8 1 1 8 1 3 3 8 3 3 8 0 3 1 1 0 1 0 3 3 
                 459 |        lns |       open(improved) |      19813 |     0.40 |     524.14 |       N.A. | 5 5 5 5 5 5 5 5 5 5 5 7 7 7 7 7 7 7 3 3 6 4 9 8 8 8 2 9 8 0 0 3 6 1 1 1 1 1 1 4 7 8 6 6 3 3 3 3 2 0 0 0 0 0 0 8 9 2 2 2 2 1 1 9 6 6 3 3 3 3 4 9 9 1 1 8 4 1 1 1 9 1 8 2 2 8 6 9 4 6 8 9 8 6 1 4 8 8 1 9 
                 460 |        lns |       open(improved) |      20151 |     0.39 |     553.37 |       N.A. | 4 4 4 4 4 4 4 4 4 9 9 9 9 9 9 9 9 9 9 8 8 8 1 1 1 1 2 0 6 6 6 6 2 2 2 2 2 9 9 9 9 7 7 7 3 8 8 8 8 1 1 1 2 2 0 7 7 7 3 5 5 6 6 6 3 3 5 5 8 8 2 2 2 1 1 1 3 0 8 8 8 8 7 3 0 5 7 0 3 5 3 0 5 2 7 0 0 5 3 3 
                 461 |        lns |       open(improved) |      23542 |     0.81 |     561.23 |       N.A. | 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 2 2 2 2 0 4 8 8 1 1 0 5 7 7 7 8 2 2 2 2 3 3 1 1 5 5 5 5 5 5 5 8 7 3 3 0 4 4 1 9 3 3 3 3 3 3 1 1 1 4 4 4 4 4 4 7 0 0 0 8 1 1 1 1 1 0 7 7 9 9 0 7 7 7 7 7 8 1 1 1 9 9 9 7 0 
