            Instance |     Method |               Status |      Value |      RAM |   Best (s) | Proved (s) | Solution                                                                        
                 122 |        lns |     closed(improved) |       7930 |     0.01 |       1.40 |       2.02 | 5 5 5 5 1 1 1 1 1 2 2 2 2 6 6 6 6 6 6 3 3 4 0 0 0 0 7 7 7 8 8 9 9 9 9 3 3 3 3 0 0 0 0 7 0 0 0 9 8 8 
                 108 |        lns |     closed(improved) |       9128 |     0.01 |       3.02 |       3.02 | 4 4 4 4 4 4 4 2 2 2 2 2 0 0 0 3 6 6 6 6 6 8 8 8 8 7 7 7 5 1 1 1 1 9 9 9 9 8 8 7 7 3 3 9 5 5 7 7 8 1 
                 126 |        lns |     closed(improved) |       8253 |     0.01 |       2.07 |       2.07 | 9 9 2 2 2 2 2 2 2 1 1 1 1 1 1 1 5 5 5 0 3 3 3 3 7 7 6 0 0 0 0 0 8 8 8 8 6 6 0 0 4 4 0 8 8 6 6 0 4 4 
                 132 |        lns |     closed(improved) |       7311 |     0.01 |       1.25 |       2.16 | 6 6 6 6 6 6 6 6 6 2 2 2 2 2 5 5 5 5 5 9 9 9 8 8 8 3 3 7 7 4 1 1 1 4 4 4 4 4 9 9 9 7 7 3 3 0 0 4 4 1 
                  72 |        lns |     closed(improved) |      14373 |     0.01 |       6.34 |       6.34 | 1 1 1 1 1 5 5 5 5 5 5 0 0 0 9 9 9 7 2 2 6 6 8 3 3 7 7 6 8 8 2 2 2 4 4 6 2 2 0 0 0 9 3 7 8 8 2 2 4 6 
                   8 |        lns |     closed(improved) |      15864 |     0.01 |       6.49 |       8.02 | 1 1 1 1 1 2 2 2 2 2 4 4 4 4 4 4 4 0 0 0 8 8 8 6 6 6 7 7 7 3 8 8 5 9 9 9 9 9 6 7 7 6 8 8 5 3 7 7 3 5 
                 113 |        lns |     closed(improved) |       8115 |     0.03 |       3.28 |       4.98 | 5 5 5 5 5 2 2 2 2 2 2 7 7 7 4 4 4 4 4 3 3 9 9 9 8 1 1 1 1 6 6 6 6 6 0 8 3 3 3 3 0 6 6 6 6 8 0 0 0 1 
                 135 |        lns |     closed(improved) |      10630 |     0.03 |       2.01 |       3.21 | 8 8 8 8 6 6 6 6 6 2 2 2 2 2 5 5 5 5 5 7 7 7 7 7 7 7 1 3 0 0 0 9 9 9 9 4 4 4 4 4 9 3 3 3 0 0 1 1 4 4 
                 134 |        lns |     closed(improved) |       9544 |     0.03 |       4.33 |       5.31 | 7 7 7 7 7 8 8 8 8 8 8 8 3 3 3 3 3 2 2 9 1 1 1 1 1 1 1 4 4 5 5 5 9 9 9 6 6 6 6 4 4 4 4 4 2 2 0 0 0 5 
                 129 |        lns |     closed(improved) |       8455 |     0.05 |       4.15 |       6.64 | 9 9 9 7 7 7 7 7 7 7 7 7 4 4 4 4 4 8 8 8 8 2 2 1 1 1 1 6 5 5 0 3 3 2 2 2 0 3 6 6 6 3 3 6 5 0 0 2 2 6 
                 103 |        lns |     closed(improved) |       6993 |     0.03 |       8.41 |       8.41 | 1 1 1 1 1 1 1 1 6 6 6 3 3 3 3 3 2 2 2 2 8 5 5 9 7 0 2 2 2 8 8 0 7 7 4 5 5 8 0 0 4 4 4 4 0 0 0 5 5 2 
                 139 |        lns |     closed(improved) |       7922 |     0.05 |       4.01 |       5.21 | 0 0 0 0 0 3 3 3 3 3 4 4 4 4 8 8 8 8 8 9 9 9 9 7 7 7 7 2 2 2 5 5 6 6 1 1 1 9 7 7 7 8 9 6 2 2 5 5 4 1 
                  56 |        lns |     closed(improved) |      20005 |     0.03 |       8.19 |      10.80 | 7 7 7 0 0 0 0 1 1 1 4 4 4 3 3 3 3 3 3 3 2 5 6 9 9 9 2 2 2 8 5 5 5 8 8 8 5 6 6 6 6 6 8 5 5 5 6 8 8 5 
                 148 |        lns |     closed(improved) |       8392 |     0.00 |       0.28 |       0.59 | 1 1 1 1 1 1 4 4 4 4 3 3 3 3 3 3 7 7 7 7 6 6 6 6 6 0 0 9 9 9 9 8 5 5 5 0 9 9 8 6 0 9 8 6 2 2 2 0 0 0 
                 138 |        lns |     closed(improved) |       7871 |     0.01 |       6.17 |       6.17 | 0 0 0 0 1 1 1 1 8 8 8 8 8 2 2 2 2 2 9 9 9 3 4 4 4 3 3 7 7 6 6 5 5 5 9 9 3 3 3 6 5 9 9 3 3 3 2 7 6 5 
                 140 |        lns |     closed(improved) |       7981 |     0.03 |       4.77 |       7.10 | 2 2 2 2 2 2 2 1 1 1 1 3 3 3 3 3 3 3 5 5 7 7 7 7 8 8 0 9 6 6 6 6 4 5 5 5 0 4 4 4 4 7 7 0 5 5 9 6 6 0 
                 142 |        lns |     closed(improved) |       9134 |     0.03 |       6.14 |       6.14 | 3 3 3 3 3 2 2 2 2 2 8 8 8 9 9 9 9 9 9 7 7 7 4 1 5 5 5 0 0 0 0 0 0 4 4 1 1 6 6 6 5 5 5 5 4 4 4 4 6 1 
                 150 |        lns |     closed(improved) |       7799 |     0.01 |       2.59 |       3.19 | 7 7 7 7 7 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 9 5 8 8 4 4 5 5 6 6 6 8 8 8 8 9 2 2 3 3 6 6 6 9 9 9 5 4 3 8 
                 141 |        lns |     closed(improved) |       8117 |     0.06 |       7.13 |       9.38 | 1 1 1 1 3 3 3 3 3 3 6 6 6 6 6 9 9 9 9 9 0 7 7 7 8 8 8 8 5 5 5 4 2 2 2 4 4 4 0 7 7 7 7 7 4 4 4 0 2 2 
                 155 |        lns |     closed(improved) |       9678 |     0.01 |       2.47 |       2.47 | 6 6 6 6 5 5 5 5 8 8 1 1 1 1 1 1 1 7 7 7 0 0 0 9 9 9 2 3 3 3 3 3 0 0 0 0 0 4 4 3 3 3 3 9 9 2 2 0 0 3 
                 151 |        lns |     closed(improved) |       8484 |     0.03 |       5.68 |       5.68 | 4 4 4 4 4 1 1 1 1 1 1 7 7 7 2 2 2 2 2 8 8 3 3 3 3 6 6 6 6 6 8 8 8 9 9 9 3 3 3 3 5 0 0 0 7 5 5 5 8 3 
                 143 |        lns |     closed(improved) |       9456 |     0.05 |       8.69 |      11.03 | 6 6 6 9 9 9 9 9 9 5 5 5 5 5 2 2 1 1 1 1 0 8 4 4 7 7 7 7 7 3 3 3 3 2 0 0 0 0 2 2 2 2 8 8 3 3 3 3 0 0 
                 159 |        lns |     closed(improved) |       9332 |     0.01 |       4.72 |       4.72 | 1 1 1 8 8 8 8 8 8 8 6 6 6 6 6 2 2 9 9 9 9 9 9 0 0 5 5 4 7 7 2 2 2 2 3 0 0 5 5 5 4 4 3 3 3 3 0 0 0 0 
                 157 |        lns |     closed(improved) |       7939 |     0.03 |       5.54 |       6.93 | 0 0 0 0 0 0 9 9 9 9 9 9 9 9 9 4 4 4 7 5 3 3 3 1 1 1 1 6 6 6 8 8 1 1 2 3 7 7 8 8 3 3 6 6 5 5 4 2 2 1 
                 160 |        lns |     closed(improved) |       8573 |     0.03 |       2.79 |       4.45 | 6 6 5 5 5 4 4 4 4 4 4 1 1 1 1 1 0 0 0 0 0 2 2 2 2 9 9 9 8 8 3 3 0 7 7 3 3 3 3 3 2 2 9 9 8 8 3 3 3 2 
                  42 |        lns |       open(improved) |      15850 |     0.03 |       5.35 |       N.A. | 3 3 3 3 3 1 1 1 1 2 2 2 2 2 4 4 4 4 4 4 4 9 9 5 5 5 5 5 0 9 9 8 7 8 8 9 0 0 6 6 7 7 6 6 5 0 0 0 9 5 
                 163 |        lns |     closed(improved) |       8241 |     0.01 |       1.62 |       1.62 | 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 6 6 6 6 7 9 9 9 9 9 2 2 8 7 3 4 4 4 4 2 2 3 5 5 5 2 2 2 8 8 4 4 3 3 
                  98 |        lns |       open(improved) |      18080 |     0.03 |       6.88 |       N.A. | 4 4 4 0 0 0 0 0 0 0 2 2 2 3 3 3 3 8 8 8 8 8 6 6 6 6 7 7 7 1 5 5 5 1 1 1 5 9 9 9 7 8 5 6 7 3 3 5 5 1 
                 101 |        lns |       open(improved) |       9686 |     0.05 |       7.54 |       N.A. | 1 1 1 1 1 9 9 9 9 9 0 0 0 0 5 5 5 5 5 5 8 3 3 2 2 4 4 6 6 6 7 7 8 2 2 2 2 2 2 4 4 8 3 3 3 5 5 8 8 4 
                 102 |        lns |       open(improved) |       8068 |     0.05 |       3.86 |       N.A. | 6 6 6 6 6 2 2 2 2 2 3 3 3 3 3 3 5 5 5 4 0 0 8 7 7 7 7 9 9 9 4 4 0 1 1 8 8 9 9 4 4 1 0 5 5 7 0 5 1 0 
                 104 |        lns |       open(improved) |       9464 |     0.03 |       5.50 |       N.A. | 0 0 0 0 0 0 0 0 2 2 2 9 9 9 6 6 6 6 6 3 3 5 5 7 7 7 4 4 4 4 4 1 1 8 8 8 1 1 1 1 3 3 3 3 5 7 7 7 3 3 
                 105 |        lns |       open(improved) |       9786 |     0.05 |      14.66 |       N.A. | 6 6 6 6 6 6 5 5 5 4 4 4 4 4 9 9 9 8 8 8 8 8 1 1 1 0 2 7 7 7 3 3 3 3 3 2 2 2 1 1 0 0 0 9 9 9 9 1 1 1 
                 106 |        lns |       open(improved) |      10400 |     0.10 |     102.01 |       N.A. | 6 6 5 5 5 5 7 7 7 7 8 8 8 0 0 0 0 1 1 1 1 3 3 3 3 3 4 4 4 4 2 2 2 2 2 9 9 9 9 9 3 3 3 3 1 1 2 2 3 4 
                 107 |        lns |       open(improved) |       8118 |     0.11 |      30.10 |       N.A. | 6 6 6 6 6 6 6 6 6 2 2 2 2 2 5 5 5 5 9 9 9 8 8 1 3 3 3 7 7 7 0 0 0 4 4 9 9 8 8 8 1 1 3 3 3 7 7 0 0 5 
                 109 |        lns |       open(improved) |       9591 |     0.05 |      31.21 |       N.A. | 3 5 5 5 2 2 2 2 2 2 2 2 7 7 7 7 1 1 4 4 0 0 6 9 9 9 0 0 0 1 1 6 6 6 6 6 6 0 8 8 8 0 0 0 1 1 6 9 9 0 
                 110 |        lns |       open(improved) |       8034 |     0.05 |      19.33 |       N.A. | 7 7 7 7 0 0 0 0 2 2 2 2 2 2 6 6 6 5 5 5 3 4 4 8 8 8 8 8 1 1 1 3 3 3 1 1 5 5 5 6 6 6 6 4 9 9 1 1 3 4 
                 112 |        lns |       open(improved) |       7602 |     0.03 |       7.12 |       N.A. | 9 9 9 9 9 5 5 5 5 5 6 6 6 6 1 1 1 1 1 3 3 3 4 2 2 0 7 7 7 4 4 4 2 0 0 8 8 3 3 3 3 2 2 2 2 3 3 0 0 1 
                 111 |        lns |       open(improved) |       9384 |     0.05 |      13.07 |       N.A. | 7 7 7 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 8 8 4 4 6 6 6 0 0 0 0 0 4 4 5 5 3 3 3 3 8 8 4 4 9 9 6 6 6 5 
                 115 |        lns |       open(improved) |       9339 |     0.05 |      12.70 |       N.A. | 7 7 7 7 1 1 1 6 6 6 6 6 6 6 6 2 2 2 2 9 9 0 0 0 8 8 8 3 3 3 4 4 4 0 0 8 8 8 8 5 5 4 4 4 3 3 0 0 5 2 
                 117 |        lns |       open(improved) |       8394 |     0.10 |      69.21 |       N.A. | 8 8 8 8 8 3 3 9 9 9 9 2 2 0 0 0 0 6 4 5 5 7 7 7 7 6 6 6 1 1 4 4 4 4 4 4 1 1 0 0 0 7 7 6 6 4 4 2 2 1 
                 116 |        lns |       open(improved) |       6672 |     0.05 |       5.69 |       N.A. | 2 2 2 2 2 3 3 3 3 3 3 3 0 0 7 7 7 6 9 5 5 8 4 9 9 8 6 5 1 4 9 5 5 5 1 1 1 8 6 0 0 0 0 4 9 4 4 8 5 1 
                 118 |        lns |       open(improved) |       8158 |     0.05 |       3.61 |       N.A. | 7 7 7 8 8 8 8 8 3 3 3 3 3 3 3 2 2 2 2 2 9 0 0 5 5 5 4 4 4 1 6 6 6 6 6 6 6 9 9 5 1 1 1 9 9 6 5 4 0 1 
                 119 |        lns |       open(improved) |       9155 |     0.05 |      16.68 |       N.A. | 8 8 8 8 8 8 4 4 4 1 1 1 1 3 3 3 3 3 3 2 2 5 9 9 9 6 6 0 0 5 5 2 2 2 7 6 6 6 6 9 9 5 5 5 3 2 5 5 3 0 
                 120 |        lns |       open(improved) |       9618 |     0.03 |       5.50 |       N.A. | 7 7 7 3 3 3 3 3 3 9 9 9 8 8 8 8 5 5 5 5 5 5 5 4 1 1 1 1 6 2 2 2 2 2 0 0 0 0 4 6 6 2 2 2 2 4 4 0 0 1 
                 121 |        lns |       open(improved) |       8315 |     0.05 |      14.28 |       N.A. | 9 3 3 3 3 3 3 3 0 0 0 0 0 0 0 0 0 1 1 6 6 6 6 6 4 4 4 5 5 5 2 2 8 8 1 1 7 7 7 8 8 8 1 1 2 2 0 1 1 1 
                 123 |        lns |       open(improved) |       7737 |     0.05 |      12.26 |       N.A. | 0 0 0 0 0 0 0 0 0 4 4 4 4 3 3 3 7 7 7 7 2 2 2 1 6 6 6 6 8 8 2 2 2 5 5 5 1 9 9 2 2 2 1 5 5 3 8 9 1 1 
                 125 |        lns |       open(improved) |       7705 |     0.05 |       7.44 |       N.A. | 4 4 4 4 4 0 0 0 1 1 1 1 1 8 8 8 8 2 2 2 7 3 3 3 3 3 5 5 7 7 5 5 6 6 6 6 9 9 9 9 3 5 7 6 6 2 2 3 9 0 
                 127 |        lns |       open(improved) |       8816 |     0.10 |      51.15 |       N.A. | 7 7 7 5 5 5 5 5 5 5 5 5 9 6 6 6 6 6 6 6 4 0 1 1 3 4 9 9 0 2 2 3 3 3 9 9 1 1 1 4 4 0 0 0 0 1 1 2 4 4 
                 128 |        lns |       open(improved) |       7640 |     0.05 |      20.88 |       N.A. | 5 5 5 5 5 5 5 5 4 4 1 1 1 1 1 1 1 1 1 1 3 7 7 7 6 9 3 0 0 0 9 2 6 8 3 3 0 2 2 7 7 7 9 9 2 2 6 6 3 3 
                 130 |        lns |       open(improved) |       7982 |     0.05 |       6.85 |       N.A. | 3 3 3 3 3 5 5 5 8 8 8 8 8 8 0 1 1 1 1 1 1 1 9 6 6 6 4 4 4 4 7 9 9 9 2 2 0 0 0 0 2 6 6 6 9 2 2 2 0 4 
                 171 |        lns |     closed(improved) |       9807 |     0.01 |       0.63 |       1.73 | 0 0 0 0 0 0 0 0 2 2 2 2 2 2 7 7 7 7 7 5 9 9 3 3 3 3 3 8 8 8 5 5 5 1 9 9 9 1 1 8 8 8 5 5 1 1 1 5 5 1 
                 131 |        lns |       open(improved) |       8106 |     0.05 |       8.60 |       N.A. | 0 0 0 0 0 0 4 4 4 4 4 6 6 3 3 3 3 3 3 5 2 2 2 2 7 7 7 7 7 8 8 5 1 1 9 9 2 2 1 1 5 5 9 8 8 7 7 9 2 1 
                 185 |        lns |     closed(improved) |       8079 |     0.00 |       0.56 |       0.81 | 3 3 2 2 2 2 2 2 2 8 8 8 8 8 8 8 8 7 7 7 7 9 9 9 9 9 4 0 1 1 1 1 1 1 0 0 4 4 4 4 5 5 6 6 6 1 1 5 5 0 
                 133 |        lns |       open(improved) |      10170 |     0.10 |      60.78 |       N.A. | 8 8 8 8 8 9 9 9 9 9 9 9 3 3 3 3 3 6 0 0 0 0 0 7 4 4 4 4 2 2 1 1 5 5 7 7 7 7 5 6 0 0 0 0 1 2 2 5 5 4 
                 136 |        lns |       open(improved) |       8188 |     0.03 |      10.88 |       N.A. | 1 1 1 9 9 9 9 9 7 7 7 7 7 3 3 3 3 3 3 8 8 5 5 5 2 2 2 4 4 0 0 0 6 6 8 8 5 6 4 4 4 0 0 0 0 8 8 5 0 0 
                 137 |        lns |       open(improved) |       7985 |     0.03 |       9.30 |       N.A. | 2 2 2 2 4 4 4 4 8 8 9 9 9 9 9 1 1 1 1 1 6 3 5 5 5 5 3 3 0 0 1 1 1 1 5 3 3 5 5 0 0 6 6 6 7 7 3 3 5 0 
                 177 |        lns |     closed(improved) |       7453 |     0.03 |       3.21 |       3.21 | 7 7 7 7 7 5 5 5 5 0 0 0 0 0 0 1 1 1 1 6 2 2 2 9 8 8 4 4 4 4 4 4 4 3 6 6 1 1 9 9 9 8 8 8 6 6 6 2 2 3 
                 186 |        lns |     closed(improved) |       7356 |     0.01 |       3.20 |       3.20 | 9 9 9 9 9 0 0 0 7 7 2 2 2 2 2 2 5 1 1 1 1 1 1 4 4 4 8 6 6 6 3 3 3 3 8 8 8 5 4 4 4 6 6 8 3 3 2 0 8 1 
                 144 |        lns |       open(improved) |       8822 |     0.05 |      15.06 |       N.A. | 0 0 0 0 3 3 3 3 3 3 4 4 4 4 4 9 9 9 9 8 7 2 1 1 1 1 8 5 6 6 2 2 2 2 2 8 8 8 8 6 6 6 7 5 5 2 2 2 1 5 
                 170 |        lns |     closed(improved) |       7748 |     0.01 |       4.53 |       5.49 | 0 0 1 1 1 1 1 1 1 1 1 7 7 7 7 9 9 9 9 3 3 2 2 8 8 4 4 4 4 6 6 6 6 5 2 8 8 8 8 8 8 8 3 3 2 2 2 4 4 5 
                 145 |        lns |       open(improved) |       8494 |     0.03 |      11.62 |       N.A. | 0 0 0 0 0 4 4 4 4 4 4 4 9 9 1 8 8 8 8 8 8 8 8 5 7 7 3 3 2 2 6 6 7 7 5 5 2 2 2 1 1 3 3 6 7 7 1 1 5 2 
                 194 |        lns |     closed(improved) |       8087 |     0.01 |       2.37 |       2.37 | 0 0 0 0 0 5 5 7 7 7 7 2 2 2 2 2 9 9 9 9 9 8 8 8 2 6 3 3 3 3 8 8 8 4 4 4 4 1 6 6 8 8 1 1 6 3 8 4 1 3 
                 169 |        lns |     closed(improved) |       8130 |     0.03 |       5.05 |       7.17 | 1 1 1 1 1 8 8 8 8 9 6 6 6 5 5 0 0 2 2 7 7 7 7 7 7 7 3 4 4 4 4 4 4 3 3 3 3 5 5 5 0 0 2 2 4 4 4 2 2 3 
                 191 |        lns |     closed(improved) |       8533 |     0.01 |       3.96 |       4.85 | 9 2 2 2 2 2 2 8 8 8 8 8 8 0 0 0 0 0 0 4 5 5 6 6 6 7 7 3 1 4 4 4 4 5 5 5 5 5 6 6 3 3 3 7 4 7 7 3 3 1 
                 146 |        lns |       open(improved) |       9242 |     0.03 |       6.27 |       N.A. | 7 7 7 7 7 7 3 3 3 3 3 3 3 8 8 8 8 8 4 4 9 9 9 9 5 5 0 0 0 0 1 1 1 1 6 6 6 5 5 5 2 2 0 0 0 0 0 6 5 1 
                 196 |        lns |     closed(improved) |       9147 |     0.01 |       2.09 |       2.50 | 5 5 5 5 5 7 7 7 1 1 1 1 1 1 0 0 0 0 0 0 6 6 6 6 6 2 8 8 8 9 2 2 2 3 3 8 8 8 9 9 9 2 2 3 3 3 6 6 2 2 
                 179 |        lns |     closed(improved) |       6524 |     0.03 |       6.05 |       7.72 | 1 1 1 1 1 1 1 7 7 7 7 7 3 3 2 2 2 2 2 2 4 4 5 5 5 5 5 0 6 8 0 0 0 0 0 4 6 9 6 6 0 1 1 5 3 2 2 0 4 4 
                 147 |        lns |       open(improved) |      10527 |     0.10 |      32.46 |       N.A. | 1 1 1 1 8 5 5 5 5 7 7 7 7 6 6 6 6 6 2 4 4 4 4 3 3 3 3 0 0 9 9 9 4 4 3 3 3 3 0 0 0 9 9 2 2 2 2 0 0 3 
                 149 |        lns |       open(improved) |      12297 |     0.05 |       9.28 |       N.A. | 5 5 5 5 6 6 6 9 9 9 2 2 2 2 2 2 2 2 8 8 8 8 8 8 8 1 1 1 1 7 7 7 0 0 0 0 3 3 3 4 4 4 4 4 0 0 3 3 3 7 
                 152 |        lns |       open(improved) |       8694 |     0.05 |      12.54 |       N.A. | 6 6 6 6 6 3 3 3 4 4 4 4 8 8 8 8 8 7 2 2 2 2 2 2 5 0 9 9 7 7 1 1 1 1 5 5 5 5 7 0 0 0 9 9 9 1 1 1 5 0 
                 183 |        lns |     closed(improved) |       8634 |     0.03 |       6.91 |       8.68 | 5 5 5 5 1 1 1 1 1 4 4 4 4 4 4 0 0 9 9 9 9 2 7 7 3 3 6 6 8 8 2 2 2 2 2 2 7 7 3 3 3 6 8 0 0 2 6 6 3 3 
                 153 |        lns |       open(improved) |       7400 |     0.05 |       5.34 |       N.A. | 4 4 4 4 4 4 4 3 3 3 1 1 1 1 1 6 6 6 6 5 8 8 8 7 7 7 0 0 0 5 2 2 2 9 9 7 8 0 0 0 7 9 9 8 6 5 7 7 7 2 
                 181 |        lns |     closed(improved) |       8389 |     0.05 |       7.83 |      10.09 | 5 5 5 5 5 9 9 9 7 7 7 7 7 8 8 8 2 2 2 2 6 6 6 4 1 1 1 0 3 3 6 6 4 4 4 4 4 4 2 2 2 6 6 6 6 0 0 0 1 1 
                 154 |        lns |       open(improved) |       9247 |     0.05 |      26.07 |       N.A. | 9 9 5 5 5 5 5 5 5 7 7 7 7 7 1 1 1 1 3 3 3 8 8 0 0 2 2 6 6 6 6 6 6 4 4 4 4 4 3 2 2 8 8 2 2 4 4 3 0 1 
                 156 |        lns |       open(improved) |       8514 |     0.05 |       9.30 |       N.A. | 9 9 9 7 7 7 4 4 4 6 6 6 6 6 6 6 2 2 2 2 5 3 3 1 1 1 0 5 5 5 5 8 8 8 8 8 8 8 3 3 3 0 0 5 5 5 5 3 3 0 
                 158 |        lns |       open(improved) |       6659 |     0.11 |      17.88 |       N.A. | 5 5 5 5 5 5 5 8 3 3 3 3 3 3 6 6 6 6 0 0 1 9 7 7 8 8 8 2 2 4 4 4 0 0 9 1 4 4 0 8 8 9 9 2 2 2 1 0 0 1 
                 161 |        lns |       open(improved) |       9831 |     0.05 |      15.70 |       N.A. | 4 4 4 4 4 3 3 6 6 6 1 1 1 1 1 1 1 2 0 0 9 5 5 5 5 8 8 8 0 0 0 0 2 2 2 2 5 5 5 7 7 8 8 9 9 5 7 7 2 0 
                 162 |        lns |       open(improved) |       9361 |     0.05 |      10.11 |       N.A. | 1 1 1 1 1 1 1 4 4 4 4 4 7 7 7 8 2 2 2 9 9 9 9 3 3 3 5 5 5 5 2 2 2 2 0 0 0 9 9 9 9 3 3 3 5 5 5 2 6 0 
                 164 |        lns |       open(improved) |       7988 |     0.05 |       4.29 |       N.A. | 7 7 7 7 6 6 6 6 9 9 9 9 9 9 3 3 3 3 0 1 4 2 2 2 2 2 8 8 4 4 1 1 8 8 8 8 8 8 1 4 2 0 0 0 4 4 1 1 1 5 
                 165 |        lns |       open(improved) |       8904 |     0.05 |      18.91 |       N.A. | 4 4 4 4 4 5 5 5 5 5 5 5 5 3 3 3 6 6 1 1 8 8 2 2 2 2 2 2 1 1 1 9 9 7 0 0 1 1 1 8 8 8 8 7 0 0 0 9 9 1 
                 166 |        lns |       open(improved) |       6439 |     0.10 |      23.61 |       N.A. | 1 1 1 1 1 7 7 7 8 8 3 3 3 3 5 5 5 5 5 4 6 6 6 6 9 2 2 0 0 0 4 4 0 0 0 4 9 9 6 6 6 4 4 4 0 0 0 7 2 2 
                 167 |        lns |       open(improved) |       8074 |     0.05 |      18.16 |       N.A. | 6 6 6 6 6 6 7 7 7 7 0 0 0 0 0 0 0 1 1 4 2 2 2 5 9 9 8 8 3 3 3 3 4 4 4 4 3 5 9 9 9 9 2 2 2 5 5 1 1 4 
                 168 |        lns |       open(improved) |       7052 |     0.05 |      38.62 |       N.A. | 3 3 3 3 3 3 3 6 6 6 6 6 4 9 9 9 9 9 1 7 2 2 8 1 1 7 7 0 0 5 5 5 2 2 2 2 6 6 7 2 2 2 8 5 0 7 7 1 1 1 
                 172 |        lns |       open(improved) |       6907 |     0.03 |       6.01 |       N.A. | 6 6 6 6 6 7 7 7 7 2 2 2 2 2 2 2 1 1 1 1 1 5 9 0 8 8 8 3 3 5 5 0 0 4 4 2 2 0 0 5 5 5 9 9 8 8 4 9 0 3 
                 173 |        lns |       open(improved) |       8696 |     0.05 |       0.85 |       N.A. | 5 5 5 5 5 5 1 1 1 1 1 1 1 3 3 3 3 6 6 6 9 9 9 4 4 8 2 0 0 6 7 7 7 8 8 8 4 4 6 6 6 6 0 4 4 4 2 2 2 0 
                 174 |        lns |       open(improved) |       7279 |     0.10 |      28.38 |       N.A. | 4 4 4 8 8 8 8 9 9 9 3 3 3 6 6 6 6 6 0 5 1 1 1 5 5 5 5 7 7 0 0 0 0 0 0 2 2 3 3 3 5 5 1 1 0 0 2 2 5 1 
                 175 |        lns |       open(improved) |       8192 |     0.10 |      14.00 |       N.A. | 9 9 9 3 3 3 3 1 1 1 2 2 0 0 0 0 0 0 8 8 8 7 7 7 7 5 5 5 4 6 6 6 2 2 2 4 4 7 8 8 8 5 7 7 7 4 5 6 6 2 
                 176 |        lns |       open(improved) |       7604 |     0.05 |      14.25 |       N.A. | 9 9 9 9 9 0 0 0 0 0 0 1 1 1 2 2 2 8 8 8 7 6 3 5 5 5 4 3 3 3 7 7 7 7 6 5 5 5 4 4 3 3 3 7 5 5 6 1 8 8 
                 178 |        lns |       open(improved) |       6905 |     0.10 |      24.03 |       N.A. | 6 6 6 6 6 6 4 4 4 4 4 4 4 9 3 3 3 3 8 7 2 2 5 5 1 1 1 1 5 5 8 8 9 9 9 9 5 5 1 0 0 0 0 0 8 1 1 5 3 2 
                 180 |        lns |       open(improved) |       7928 |     0.05 |      10.35 |       N.A. | 1 1 1 1 1 1 0 0 0 0 0 0 9 9 9 9 9 8 3 2 2 5 5 7 7 5 4 4 2 9 3 5 6 5 5 2 7 7 2 2 2 3 3 5 6 6 6 5 3 3 
                 182 |        lns |       open(improved) |       8945 |     0.05 |      12.03 |       N.A. | 6 6 6 1 1 1 1 1 4 4 4 4 4 4 5 5 5 5 8 8 8 8 8 7 7 0 0 0 9 3 3 3 3 3 3 3 0 0 0 0 2 2 7 7 9 9 9 0 0 2 
                 184 |        lns |       open(improved) |       7547 |     0.03 |       4.84 |       N.A. | 1 1 1 1 1 1 8 8 8 8 8 5 5 5 4 4 4 4 4 0 2 2 2 6 7 3 3 0 9 9 0 0 0 0 0 2 7 7 6 6 6 6 6 6 6 4 0 2 2 3 
                 187 |        lns |       open(improved) |       9654 |     0.05 |      11.10 |       N.A. | 1 1 1 1 1 1 1 1 3 3 3 3 3 5 5 5 5 5 5 6 9 2 2 2 2 2 2 0 0 0 7 7 8 8 4 9 9 9 9 6 4 4 8 8 8 0 0 0 1 1 
                 188 |        lns |       open(improved) |       9205 |     0.05 |       8.04 |       N.A. | 4 4 6 6 6 6 6 6 6 6 0 0 0 0 0 0 0 3 2 2 9 5 5 5 8 8 3 3 7 7 9 9 9 9 5 8 8 1 1 1 1 9 9 5 3 3 2 2 1 5 
                 189 |        lns |       open(improved) |       7461 |     0.10 |      51.21 |       N.A. | 2 2 2 4 4 4 4 4 4 9 9 9 3 3 3 3 8 8 7 1 5 5 6 0 0 0 0 0 0 7 7 7 7 1 5 5 5 1 3 3 3 3 0 0 7 1 5 5 1 3 
                 190 |        lns |       open(improved) |       8504 |     0.05 |       5.44 |       N.A. | 3 3 3 3 3 0 0 0 0 6 6 6 6 6 6 2 2 2 2 2 8 4 4 9 9 1 1 5 5 4 4 8 8 5 5 5 7 7 7 8 8 8 4 4 9 2 2 5 5 1 
                 192 |        lns |       open(improved) |       7731 |     0.05 |      24.96 |       N.A. | 7 7 7 7 7 0 0 0 0 0 8 8 8 8 8 4 4 4 4 9 9 3 2 5 5 2 2 2 2 1 1 6 6 6 6 6 3 3 9 1 1 5 5 5 5 2 2 2 3 1 
                 193 |        lns |       open(improved) |       8329 |     0.10 |      44.78 |       N.A. | 9 9 9 9 0 0 0 0 0 0 0 8 8 8 8 2 2 2 7 6 4 1 1 1 1 1 3 3 7 6 6 6 6 4 5 5 7 7 7 6 4 4 4 1 1 5 5 3 3 6 
