INSTANCE | STATUS | UB | LB | TIME-TO-BEST | DURATION | PEAK-MEMORY
10items/090 | Unfinished | 17152 | 16925.23409 | 599.435 | 609.153 | 0.16961677
10items/092 | Unfinished | 10419 | 10125.11168 | 457.659 | 605.642 | 0.03999011219
10items/093 | Unfinished | 13274 | 13033.69203 | 88.822 | 601.609 | 0.03794205561
10items/094 | Unfinished | 10208 | 9923.7607 | 86.175 | 601.528 | 0.03866283968
10items/095 | Unfinished | 9421 | 9234.062172 | 217.444 | 606.462 | 0.04546287097
10items/097 | Unfinished | 14803 | 14650.0478 | 533.851 | 601.18 | 0.261901441
10items/098 | Unfinished | 18114 | 17939.4729 | 548.515 | 600.133 | 0.0399928363
10items/099 | Unfinished | 18872 | 18642.77064 | 142.439 | 600.475 | 0.03967330512
10items/100 | Unfinished | 15395 | 15299.63368 | 565.891 | 601.475 | 0.1910084039
10items/101 | Unfinished | 9969 | 9160.584147 | 438.766 | 602.314 | 0.04539168719
10items/103 | Unfinished | 7128 | 6483.48079 | 37.06 | 602.059 | 0.06211420242
10items/106 | Unfinished | 10547 | 9891.487447 | 352.167 | 600.998 | 0.05697298516
10items/105 | Unfinished | 10022 | 9261.71722 | 389.593 | 601.474 | 0.06516309641
10items/102 | Unfinished | 8121 | 7444.262965 | 365.592 | 603.035 | 0.05346798617
10items/111 | Unfinished | 9564 | 8831.337366 | 9.542 | 600.654 | 0.04427871108
10items/108 | Unfinished | 9240 | 8576.19895 | 275.115 | 601.104 | 0.05490791332
10items/107 | Unfinished | 8278 | 7574.684485 | 35.569 | 601.196 | 0.05518353917
10items/109 | Unfinished | 9752 | 9014.278316 | 36.391 | 601.074 | 0.0561758494
10items/104 | Unfinished | 9572 | 9032.098067 | 319.059 | 602.041 | 0.05733907502
10items/115 | Unfinished | 9524 | 8877.869061 | 45.053 | 600.904 | 0.04869389627
10items/113 | Unfinished | 8203 | 7555.804251 | 11.65 | 601.426 | 0.04334983975
10items/110 | Unfinished | 8169 | 7522.992745 | 15.642 | 601.954 | 0.04698334355
10items/116 | Unfinished | 6831 | 6010.464339 | 44.172 | 601.665 | 0.04441015236
10items/121 | Unfinished | 8408 | 7890.398645 | 40.475 | 600.842 | 0.04485696182
10items/120 | Unfinished | 9683 | 9244.180609 | 311.227 | 600.99 | 0.09413944744
10items/118 | Unfinished | 8279 | 7617.734321 | 24.959 | 601.094 | 0.04705376364
10items/114 | Unfinished | 9107 | 8576.404995 | 25.695 | 602.325 | 0.0422730092
10items/112 | Unfinished | 7744 | 7179.638203 | 19.238 | 603.252 | 0.04468223639
10items/119 | Unfinished | 9223 | 8633.687116 | 57.436 | 602.673 | 0.04387928732
10items/117 | Unfinished | 8438 | 7837.921034 | 425.231 | 603.497 | 0.04896398075
10items/122 | Unfinished | 8004 | 7553.796865 | 71.275 | 602.384 | 0.04125288408
10items/123 | Unfinished | 7815 | 7177.771768 | 25.647 | 600.992 | 0.09007264674
10items/124 | Unfinished | 8761 | 8200.663311 | 403.885 | 601.487 | 0.04581268597
10items/125 | Unfinished | 7783 | 7267.285882 | 23.747 | 600.599 | 0.04680746235
10items/126 | Unfinished | 8371 | 7805.87851 | 387.348 | 604.641 | 0.04573274031
10items/127 | Unfinished | 8959 | 8171.695701 | 105.543 | 601.858 | 0.04380509909
10items/128 | Unfinished | 7811 | 7035.463896 | 26.413 | 601.753 | 0.04390908591
10items/129 | Unfinished | 8481 | 7967.298834 | 54.609 | 601.327 | 0.044042008
10items/130 | Unfinished | 8073 | 7567.243349 | 119.049 | 603.289 | 0.04161901306
10items/131 | Unfinished | 8275 | 7582.929704 | 428.602 | 601.7 | 0.04599039443
10items/132 | Unfinished | 7461 | 6835.795148 | 10.575 | 602.462 | 0.04642859474
10items/133 | Unfinished | 10225 | 9638.565941 | 300.684 | 602.503 | 0.07463838626
10items/134 | Unfinished | 9681 | 9105.920371 | 322.226 | 601.389 | 0.0562354913
10items/135 | Unfinished | 10730 | 10231.69987 | 85.192 | 601.888 | 0.04205442686
10items/136 | Unfinished | 8271 | 7656.532235 | 51.197 | 601.882 | 0.04586575087
10items/137 | Unfinished | 8144 | 7377.636972 | 45.99 | 602.337 | 0.0452955598
10items/138 | Unfinished | 7965 | 7262.963494 | 14.74 | 602.635 | 0.0575148873
10items/139 | Unfinished | 8063 | 7398.595172 | 71.829 | 601.875 | 0.04830777086
10items/140 | Unfinished | 8094 | 7426.955644 | 28.106 | 602.349 | 0.04617842007
10items/141 | Unfinished | 8274 | 7764.75378 | 21.26 | 602.238 | 0.05735059641
10items/144 | Unfinished | 8951 | 8354.440731 | 7.504 | 601.638 | 0.05931802373
10items/145 | Unfinished | 8622 | 7958.156939 | 17.315 | 601.668 | 0.04388708994
10items/142 | Unfinished | 9235 | 8680.237279 | 13.207 | 602.483 | 0.05025908258
10items/153 | Unfinished | 7530 | 6785.168484 | 19.999 | 601.193 | 0.04785435554
10items/152 | Unfinished | 8836 | 8167.509756 | 6.027 | 601.239 | 0.05401788838
10items/143 | Unfinished | 9630 | 9008.765047 | 376.432 | 602.427 | 0.04534947313
10items/146 | Unfinished | 9305 | 8808.076615 | 281.859 | 602.229 | 0.0529993549
10items/149 | Unfinished | 12381 | 11974.52142 | 10.822 | 601.914 | 0.06761608552
10items/151 | Unfinished | 8677 | 7990.882749 | 348.615 | 601.925 | 0.05623548012
10items/147 | Unfinished | 10601 | 9992.324611 | 28.932 | 602.645 | 0.05784700066
10items/156 | Unfinished | 8696 | 8029.792898 | 13.486 | 601.042 | 0.06285771728
10items/155 | Unfinished | 9724 | 9195.336994 | 33.2 | 601.224 | 0.04953522235
10items/157 | Unfinished | 8099 | 7368.712647 | 13.335 | 601.106 | 0.0794930784
10items/159 | Unfinished | 9505 | 8850.380635 | 33.913 | 600.732 | 0.04918866605
10items/158 | Unfinished | 6756 | 6025.043251 | 11.032 | 601.388 | 0.04398289882
10items/154 | Unfinished | 9450 | 8694.85975 | 12.507 | 602.281 | 0.05508309882
10items/150 | Unfinished | 7879 | 7318.827515 | 29.683 | 603.458 | 0.04565331805
10items/161 | Unfinished | 9946 | 9281.903274 | 401.722 | 600.771 | 0.04610751662
10items/160 | Unfinished | 8780 | 8082.211583 | 11.674 | 601.59 | 0.04290982801
10items/162 | Unfinished | 9448 | 8850.925756 | 344.684 | 600.957 | 0.08335172664
10items/148 | Unfinished | 8465 | 7994.108606 | 334.244 | 607.798 | 0.06302824803
10items/163 | Unfinished | 8247 | 7823.999293 | 8.849 | 601.764 | 0.04455250781
10items/164 | Unfinished | 8044 | 7489.362582 | 419.544 | 603.357 | 0.0505961515
10items/165 | Unfinished | 9047 | 8423.503605 | 28.165 | 601.306 | 0.0960132163
10items/166 | Unfinished | 6561 | 5826.40137 | 65.826 | 602.017 | 0.04248986393
10items/167 | Unfinished | 8165 | 7506.251939 | 414.459 | 600.922 | 0.04788180906
10items/168 | Unfinished | 7171 | 6453.153747 | 116.404 | 600.965 | 0.04687555879
10items/170 | Unfinished | 7836 | 7217.661468 | 306.413 | 601.797 | 0.04983305931
10items/169 | Unfinished | 8233 | 7573.744831 | 338.522 | 611.692 | 0.04704570584
10items/171 | Unfinished | 10057 | 9366.59167 | 25.601 | 601.373 | 0.06600404344
10items/172 | Unfinished | 6973 | 6339.170043 | 24.112 | 601.385 | 0.04530719854
10items/173 | Unfinished | 8815 | 8129.789664 | 363.244 | 602.293 | 0.04400094692
10items/174 | Unfinished | 7320 | 6630.383111 | 339.031 | 601.819 | 0.04887508601
10items/175 | Unfinished | 8305 | 7662.00686 | 455.118 | 600.616 | 0.04514365271
10items/176 | Unfinished | 7731 | 7064.345454 | 17.946 | 602.383 | 0.04635168519
10items/177 | Unfinished | 7612 | 7075.172754 | 88.521 | 601.639 | 0.06204070244
10items/178 | Unfinished | 7086 | 6311.33284 | 120.006 | 603.794 | 0.04485223535
10items/179 | Unfinished | 6645 | 6026.924347 | 141.612 | 601.816 | 0.04434264638
10items/180 | Unfinished | 8029 | 7400.708931 | 82.291 | 600.816 | 0.04691370483
10items/181 | Unfinished | 8530 | 7887.886255 | 297.715 | 601.921 | 0.06110964809
10items/184 | Unfinished | 7607 | 7011.37391 | 10.843 | 601.167 | 0.04193580989
10items/183 | Unfinished | 8856 | 8089.66291 | 317.468 | 601.408 | 0.06504718587
10items/187 | Unfinished | 9859 | 9255.863153 | 30.598 | 601.353 | 0.06436275132
10items/194 | Unfinished | 8186 | 7618.248683 | 21.299 | 600.763 | 0.04465066921
10items/192 | Unfinished | 7835 | 7151.364022 | 9.485 | 601.123 | 0.04569103662
10items/195 | Unfinished | 7845 | 7146.208391 | 34.33 | 600.769 | 0.04650035873
10items/193 | Unfinished | 8494 | 7730.518142 | 10.926 | 601.041 | 0.04760737997
10items/182 | Unfinished | 9076 | 8424.013593 | 23.975 | 602.513 | 0.06023512222
10items/185 | Unfinished | 8216 | 7732.129383 | 18.134 | 602.281 | 0.05707823485
10items/186 | Unfinished | 7450 | 6890.352878 | 320.645 | 602.408 | 0.04778520856
10items/191 | Unfinished | 8620 | 8005.866662 | 10.568 | 601.921 | 0.05470711365
10items/197 | Unfinished | 8821 | 8316.536153 | 339.876 | 601.306 | 0.0682507148
10items/196 | Unfinished | 9287 | 8780.863811 | 319.266 | 601.553 | 0.04795423243
10items/188 | Unfinished | 9372 | 8623.425806 | 7.726 | 602.221 | 0.04778400529
10items/198 | Unfinished | 8371 | 7624.828648 | 9.131 | 600.927 | 0.05728655774
10items/190 | Unfinished | 8617 | 7977.940857 | 6.102 | 602.48 | 0.04767289199
10items/200 | Unfinished | 8669 | 7906.424532 | 5.85 | 600.704 | 0.0464281356
10items/199 | Unfinished | 10859 | 10181.8168 | 8.843 | 601.025 | 0.0492338594
10items/189 | Unfinished | 7571 | 6909.695924 | 6.982 | 602.931 | 0.06745479815
10items/201 | Unfinished | 10997 | 9194.957007 | 383.568 | 600.754 | 0.06122863665
10items/202 | Unfinished | 9329 | 7560.13181 | 4.676 | 600.886 | 0.04596974887
10items/203 | Unfinished | 8336 | 6572.881594 | 76.214 | 600.586 | 0.0450349832
10items/204 | Unfinished | 10393 | 9038.969869 | 70.899 | 603.334 | 0.06164502166
10items/205 | Unfinished | 11149 | 9318.819921 | 417.541 | 601.365 | 0.07291362435
10items/206 | Unfinished | 11591 | 9890.876653 | 26.826 | 601.237 | 0.05443712696
10items/207 | Unfinished | 9436 | 7529.272407 | 136.514 | 602.402 | 0.05326201115
10items/208 | Unfinished | 10335 | 8592.303073 | 274.142 | 602.058 | 0.05215499923
10items/209 | Unfinished | 10817 | 9128.55264 | 80.556 | 601.29 | 0.05728233699
10items/210 | Unfinished | 9338 | 7556.63916 | 433.462 | 604.203 | 0.04314934462
10items/211 | Unfinished | 10445 | 8898.793873 | 455.001 | 604.785 | 0.04389084596
10items/212 | Unfinished | 8833 | 7327.784243 | 362.712 | 601.289 | 0.05604312196
10items/213 | Unfinished | 9223 | 7613.539874 | 33.773 | 601.947 | 0.05643336289
10items/214 | Unfinished | 10277 | 8597.944653 | 367.545 | 601.704 | 0.05067188013
10items/215 | Unfinished | 10435 | 8911.006553 | 381.875 | 602.203 | 0.07416193374
10items/216 | Unfinished | 8227 | 6060.830277 | 61.635 | 601.869 | 0.05585957039
10items/217 | Unfinished | 9798 | 7955.015748 | 437.323 | 602.042 | 0.04701258056
10items/218 | Unfinished | 9137 | 7661.263839 | 388.307 | 601.26 | 0.04984597769
10items/219 | Unfinished | 10439 | 8838.064866 | 47.094 | 603.873 | 0.04387822375
10items/220 | Unfinished | 10757 | 9356.675649 | 316.035 | 601.012 | 0.0577697847
10items/221 | Unfinished | 9273 | 8024.159487 | 411.707 | 602.597 | 0.06803932786
10items/222 | Unfinished | 8983 | 7781.668222 | 11.236 | 601.155 | 0.04604179785
10items/229 | Unfinished | 9620 | 8084.822521 | 12.055 | 600.683 | 0.06783869304
10items/227 | Unfinished | 10146 | 8253.045739 | 8.126 | 600.911 | 0.0553850783
10items/228 | Unfinished | 8975 | 7073.380759 | 410.32 | 601.228 | 0.04462611023
10items/236 | Unfinished | 9232 | 7712.072204 | 14.728 | 600.486 | 0.04878527578
10items/233 | Unfinished | 11285 | 9656.444624 | 35.768 | 600.916 | 0.05450311676
10items/232 | Unfinished | 8428 | 6853.322297 | 332.902 | 601.098 | 0.0478093829
10items/235 | Unfinished | 11466 | 10306.37336 | 12.801 | 600.875 | 0.05014749896
10items/238 | Unfinished | 9200 | 7305.36895 | 12.061 | 600.696 | 0.0476104049
10items/224 | Unfinished | 9635 | 8261.691246 | 397.153 | 602.28 | 0.04565636441
10items/226 | Unfinished | 9120 | 7835.311738 | 343.588 | 602.134 | 0.05176318903
10items/237 | Unfinished | 9312 | 7361.185971 | 57.535 | 601.068 | 0.043248998
10items/225 | Unfinished | 8650 | 7415.682757 | 9.229 | 602.245 | 0.08716036752
10items/231 | Unfinished | 9583 | 7708.375156 | 52.069 | 601.998 | 0.04494436737
10items/230 | Unfinished | 9091 | 7735.265169 | 47.849 | 602.312 | 0.04891645908
10items/223 | Unfinished | 8936 | 7265.230417 | 13.527 | 602.988 | 0.07271181047
10items/240 | Unfinished | 9038 | 7531.39371 | 9.675 | 600.631 | 0.04452597722
10items/234 | Unfinished | 10325 | 9116.6511 | 36.99 | 602.062 | 0.04836651962
10items/239 | Unfinished | 9282 | 7407.037091 | 37.457 | 601.98 | 0.04400053993
10items/241 | Unfinished | 9092 | 7734.351382 | 13.984 | 601.398 | 0.0459421305
10items/242 | Unfinished | 10052 | 8714.322487 | 358.957 | 600.411 | 0.04859046638
10items/243 | Unfinished | 10554 | 9040.996629 | 9.524 | 600.474 | 0.04931257106
10items/244 | Unfinished | 9973 | 8393.420795 | 11.454 | 601.094 | 0.07313623279
10items/245 | Unfinished | 9675 | 7971.843373 | 106.632 | 601.283 | 0.04838841036
10items/246 | Unfinished | 10040 | 8903.958042 | 30.508 | 601.259 | 0.05968435388
10items/247 | Unfinished | 11530 | 10036.59524 | 462.787 | 602.915 | 0.04780104943
10items/248 | Unfinished | 9580 | 8032.421042 | 318.382 | 605.346 | 0.1100494321
10items/249 | Unfinished | 13180 | 11980.89781 | 27.349 | 601.599 | 0.06975143496
10items/250 | Unfinished | 8889 | 7334.777211 | 88.131 | 603.835 | 0.04528661072
10items/251 | Unfinished | 9579 | 8028.850566 | 425.574 | 601.818 | 0.04841310903
10items/252 | Unfinished | 9845 | 8276.448813 | 355.209 | 601.817 | 0.04821289144
10items/253 | Unfinished | 8600 | 6819.079675 | 44.9 | 601.446 | 0.05316141434
10items/254 | Unfinished | 10369 | 8778.764071 | 53.784 | 601.568 | 0.05599746667
10items/255 | Unfinished | 10696 | 9238.210593 | 33.299 | 600.885 | 0.09056543838
10items/256 | Unfinished | 9570 | 8106.030269 | 309.636 | 600.866 | 0.04718676303
10items/257 | Unfinished | 9252 | 7439.452755 | 18.08 | 602.435 | 0.04721355624
10items/258 | Unfinished | 7884 | 6153.028399 | 367.76 | 600.611 | 0.04372235481
10items/259 | Unfinished | 10413 | 8879.313126 | 30.392 | 601.955 | 0.0452901544
10items/260 | Unfinished | 9712 | 8162.435922 | 431.443 | 604.16 | 0.04461244494
10items/261 | Unfinished | 11126 | 9427.779951 | 15.047 | 601.425 | 0.04817980435
10items/267 | Unfinished | 9391 | 7556.356346 | 14.11 | 600.874 | 0.04813991021
10items/266 | Unfinished | 7764 | 5951.087283 | 12.553 | 601.208 | 0.04311379883
10items/268 | Unfinished | 8374 | 6450.149714 | 9.676 | 601.004 | 0.0476086149
10items/263 | Unfinished | 9159 | 7903.183786 | 12.169 | 601.733 | 0.05389847979
10items/273 | Unfinished | 9606 | 8150.444281 | 37.203 | 600.544 | 0.04177981708
10items/270 | Unfinished | 8837 | 7222.684806 | 13.896 | 601.006 | 0.04644574504
10items/271 | Unfinished | 10996 | 9498.244823 | 14.566 | 601.212 | 0.05109542329
10items/264 | Unfinished | 9077 | 7529.106911 | 388.571 | 602.034 | 0.06112215761
10items/275 | Unfinished | 9373 | 7733.452101 | 347.309 | 600.758 | 0.0460576145
10items/277 | Unfinished | 8640 | 7174.944767 | 398.729 | 600.594 | 0.07235436887
10items/274 | Unfinished | 8663 | 6771.513557 | 16.37 | 601.021 | 0.06668800209
10items/269 | Unfinished | 9262 | 7601.564237 | 11.857 | 602.162 | 0.0592745021
10items/272 | Unfinished | 8038 | 6368.405774 | 33.897 | 601.726 | 0.06143752951
10items/279 | Unfinished | 7765 | 6146.391746 | 335.165 | 601.089 | 0.06260071136
10items/262 | Unfinished | 10295 | 8855.214441 | 293.75 | 603.089 | 0.05033007264
10items/278 | Unfinished | 8261 | 6366.896348 | 9.409 | 601.422 | 0.04844966996
10items/265 | Unfinished | 9854 | 8438.699133 | 328.242 | 603.4 | 0.06792916078
10items/281 | Unfinished | 9451 | 7917.79163 | 43.392 | 600.395 | 0.05019800738
10items/276 | Unfinished | 8626 | 7133.644928 | 429.169 | 602.862 | 0.04205084965
10items/282 | Unfinished | 9951 | 8477.235747 | 18.281 | 601.571 | 0.06271875557
10items/280 | Unfinished | 9310 | 7440.033966 | 29.289 | 604.184 | 0.04413271695
10items/283 | Unfinished | 9905 | 8195.867658 | 343.272 | 600.576 | 0.04871517047
10items/284 | Unfinished | 8749 | 7122.970531 | 125.944 | 601.806 | 0.04542177171
10items/285 | Unfinished | 9160 | 7836.052131 | 350.797 | 600.916 | 0.05508379359
10items/286 | Unfinished | 8694 | 7007.779381 | 369.123 | 602.166 | 0.04695549887
10items/287 | Unfinished | 10572 | 9377.341955 | 104.836 | 600.847 | 0.05888932385
10items/288 | Unfinished | 10436 | 8626.728992 | 31.271 | 601.082 | 0.0857865056
10items/289 | Unfinished | 8786 | 6993.931704 | 339.95 | 600.674 | 0.06020442862
10items/290 | Unfinished | 9900 | 7977.26182 | 60.47 | 601.025 | 0.08286994696
10items/291 | Unfinished | 9813 | 8121.199609 | 23.825 | 601.27 | 0.05903308094
10items/292 | Unfinished | 9162 | 7169.069251 | 55.246 | 601.394 | 0.05961396545
10items/293 | Unfinished | 9654 | 7784.595408 | 21.879 | 601.987 | 0.05641997512
10items/294 | Unfinished | 9358 | 7700.54875 | 327.332 | 601.495 | 0.05731584597
10items/295 | Unfinished | 8837 | 7294.226777 | 297.424 | 601.559 | 0.08674468938
10items/296 | Unfinished | 10015 | 8914.587375 | 19.316 | 601.243 | 0.05368328746
10items/297 | Unfinished | 9716 | 8282.996166 | 73.989 | 602.846 | 0.08279102948
10items/298 | Unfinished | 9462 | 7717.655323 | 14.302 | 602.359 | 0.08302949369
10items/299 | Unfinished | 11838 | 10266.84666 | 117.849 | 601.121 | 0.05943471286
